instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
meshes-CVIU11-2-6 1000000 1000015 1000004 1000013
meshes-CVIU11-2-76 1000000 1000026 1000005 1000036
meshes-CVIU11-2-80 1000000 1000028 1000006 1000033
meshes-CVIU11-3-100 1000001 1000129 401181 1000087
meshes-CVIU11-3-12 1000000 1000000 1000002 1000001
meshes-CVIU11-3-130 1000001 1000023 1000003 141978
meshes-CVIU11-3-139 1000003 1000158 1000010 1000118
meshes-CVIU11-3-147 1000000 1000008 18291 318
meshes-CVIU11-3-151 1000000 1000002 1000006 1820
meshes-CVIU11-3-158 1000001 1000084 1000007 1000060
meshes-CVIU11-3-16 1000000 1000014 1000003 1000017
meshes-CVIU11-3-17 1000000 1000013 1000006 1000016
meshes-CVIU11-3-190 1000000 1000004 1000007 1000006
meshes-CVIU11-3-193 1000000 1000031 1000004 1000047
meshes-CVIU11-3-195 1000001 1000043 1000003 1000048
meshes-CVIU11-3-213 1000000 1000000 1000003 1000001
meshes-CVIU11-3-218 1000001 1000027 1000005 1000025
meshes-CVIU11-3-220 1000000 1000000 1000003 1000001
meshes-CVIU11-3-23 1000000 1000011 1000006 1000017
meshes-CVIU11-3-242 1000001 1000082 1000006 10224
meshes-CVIU11-3-246 1000001 1000016 1000006 1000012
meshes-CVIU11-3-251 1000000 1000001 17095 169
meshes-CVIU11-3-289 1000000 1000000 1000002 1000001
meshes-CVIU11-3-290 1000000 1000000 1000002 1000001
meshes-CVIU11-3-313 1000001 1000036 1000007 1000045
meshes-CVIU11-3-325 1000000 1000000 1000004 1000001
meshes-CVIU11-3-35 1000000 1000004 1000005 1000008
meshes-CVIU11-3-357 1000000 1000001 1000004 1000002
meshes-CVIU11-3-381 1000000 1000001 1000006 1000004
meshes-CVIU11-3-408 1000000 1000000 1000004 1000002
meshes-CVIU11-3-431 1000000 1000067 1000007 1000054
meshes-CVIU11-3-434 1000000 1000005 1000004 1000054
meshes-CVIU11-3-448 1000001 1000034 1000007 1000027
meshes-CVIU11-3-45 1000000 1000009 1000007 1000011
meshes-CVIU11-3-457 1000000 1000007 1000003 1000008
meshes-CVIU11-3-484 1000001 58192 5682 53377
meshes-CVIU11-3-501 1000001 1000064 1000009 104491
meshes-CVIU11-3-503 1000000 1000012 1000005 1000017
meshes-CVIU11-3-511 1000000 1000077 1000011 1000055
meshes-CVIU11-3-512 1000000 1000002 1000002 1000003
meshes-CVIU11-3-513 1000000 1000003 1000004 1000004
meshes-CVIU11-3-526 1000000 1000004 1000006 1000004
meshes-CVIU11-3-59 1000000 1000005 179536 2267
meshes-CVIU11-3-7 1000000 1000002 1000004 1000004
meshes-CVIU11-3-97 1000001 1000061 1000004 1000053
meshes-CVIU11-3-98 1000001 1000049 1000007 1000101
meshes-CVIU11-4-114 1000000 1000003 1000002 1000003
meshes-CVIU11-4-129 1000000 1000087 1000005 1000063
meshes-CVIU11-4-135 1000000 1000001 1000001 1000002
meshes-CVIU11-4-166 1000000 1000000 1000001 1000003
meshes-CVIU11-4-168 1000000 1000009 1000003 1000013
meshes-CVIU11-4-206 1000000 1000121 1000007 1000144
meshes-CVIU11-4-213 1000000 1000000 1000001 1000002
meshes-CVIU11-4-228 1000000 1000069 1000006 1000051
meshes-CVIU11-4-248 1000000 1000009 1000003 1000009
meshes-CVIU11-4-268 1000000 1000056 1000006 1000071
meshes-CVIU11-4-311 1000000 1000076 1000005 1000051
meshes-CVIU11-4-313 1000000 1000016 1000004 1000037
meshes-CVIU11-4-325 1000000 1000000 1000001 1000001
meshes-CVIU11-4-341 1000000 1000001 1000001 1000004
meshes-CVIU11-4-387 1000000 1000005 1000002 1000010
meshes-CVIU11-4-441 1000000 1000023 1000005 1000034
meshes-CVIU11-4-45 1000000 1000011 1000004 1000010
meshes-CVIU11-4-46 1000000 1000004 1000001 1000005
meshes-CVIU11-4-471 1000000 1000050 1000005 1000078
meshes-CVIU11-4-487 1000000 1000064 1000006 1000070
meshes-CVIU11-4-501 1000000 1000031 1000005 1000053
meshes-CVIU11-4-80 1000000 1000033 1000007 1000052
meshes-CVIU11-5-102 1000000 1000032 1000004 1000061
meshes-CVIU11-5-115 1000000 1000001 1000002 1000003
meshes-CVIU11-5-121 1000000 1000000 1000001 1000001
meshes-CVIU11-5-147 1000000 1000001 1000003 1000008
meshes-CVIU11-5-148 1000000 1000014 1000004 1000017
meshes-CVIU11-5-163 1000000 1000011 1000003 1000023
meshes-CVIU11-5-182 1000000 1000004 1000002 1000005
meshes-CVIU11-5-188 1000000 1000011 1000003 1000013
meshes-CVIU11-5-191 1000000 1000018 1000006 1000080
meshes-CVIU11-5-200 1000000 1000001 1000002 1000003
meshes-CVIU11-5-212 1000000 1000013 1000003 1000010
meshes-CVIU11-5-216 1000000 1000001 1000003 1000004
meshes-CVIU11-5-223 1000000 1000013 1000004 1000015
meshes-CVIU11-5-244 1000000 1000006 1000003 1000013
meshes-CVIU11-5-283 1000001 1000064 1000004 1000057
meshes-CVIU11-5-286 1000000 1000001 1000002 1000003
meshes-CVIU11-5-304 1000000 1000002 1000002 1000003
meshes-CVIU11-5-306 1000001 1000063 1000006 1000071
meshes-CVIU11-5-315 1000000 1000000 1000001 1000001
meshes-CVIU11-5-333 1000000 1000016 1000003 1000023
meshes-CVIU11-5-34 1000000 1000041 1000004 1000036
meshes-CVIU11-5-36 1000000 1000028 1000004 1000024
meshes-CVIU11-5-409 1000000 1000000 1000001 1000004
meshes-CVIU11-5-433 1000000 1000014 1000003 1000015
meshes-CVIU11-5-464 1000000 1000059 1000005 1000055
meshes-CVIU11-5-468 1000000 1000005 1000003 1000008
meshes-CVIU11-5-488 1000000 1000018 1000005 1000042
meshes-CVIU11-5-517 1000001 1000079 1000006 1000084
meshes-CVIU11-5-59 1000000 1000004 1000003 1000004
meshes-CVIU11-5-73 1000000 1000005 1000002 1000006
meshes-CVIU11-5-99 1000000 1000040 1000005 1000066
meshes-CVIU11-6-102 1000000 1000021 1000005 1000037
meshes-CVIU11-6-150 1000000 1000030 1000004 1000049
meshes-CVIU11-6-151 1000000 1000002 1000002 1000007
meshes-CVIU11-6-163 1000000 1000012 1000004 1000017
meshes-CVIU11-6-194 1000000 1000007 1000003 1000009
meshes-CVIU11-6-211 1000000 1000001 1000003 1000004
meshes-CVIU11-6-265 1000000 1000000 1000003 1000002
meshes-CVIU11-6-293 1000000 1000000 1000002 1000003
meshes-CVIU11-6-303 1000000 1000004 1000003 1000014
meshes-CVIU11-6-306 1000000 1000058 1000008 1000061
meshes-CVIU11-6-314 1000001 1000079 1000007 1000071
meshes-CVIU11-6-325 1000000 1000000 1000002 1000004
meshes-CVIU11-6-338 1000000 1000000 1000002 1000004
meshes-CVIU11-6-345 1000000 1000001 1000002 1000005
meshes-CVIU11-6-400 1000000 1000006 1000005 1000010
meshes-CVIU11-6-438 1000000 1000027 1000004 1000029
meshes-CVIU11-6-443 1000000 1000011 1000003 1000014
meshes-CVIU11-6-485 1000000 1000002 1000003 1000007
meshes-CVIU11-6-498 1000000 1000000 1000002 1000004
meshes-CVIU11-6-523 1000000 1000000 1000003 1000004
meshes-CVIU11-6-528 1000001 1000077 1000007 1000099
meshes-CVIU11-6-56 1000000 1000001 1000002 1000006
meshes-CVIU11-6-58 1000000 1000000 1000002 1000004
meshes-CVIU11-6-65 1000001 1000070 1000005 1000050
meshes-CVIU11-6-68 1000000 1000047 1000005 1000069
meshes-CVIU11-6-77 1000000 1000015 1000004 1000019
meshes-CVIU11-6-81 1000000 1000000 1000002 1000005
PR15-1 845 191 92 214
PR15-2 467 331 58 191
PR15-3 330 235 43 224
PR15-4 276 193 41 217
PR15-5 412 165 51 210
PR15-6 909 180 92 218
PR15-7 492 111 87 130
PR15-8 249 182 46 217
PR15-9 490 193 55 197
PR15-10 237 201 41 211
PR15-11 178 159 42 223
PR15-12 291 185 54 210
PR15-13 748 160 72 217
PR15-14 1093 227 121 224
PR15-15 458 97 60 130
PR15-16 228 180 41 222
PR15-17 279 188 39 220
PR15-18 381 276 67 209
PR15-19 233 171 44 218
PR15-20 229 192 45 215
PR15-21 286 184 58 208
PR15-22 190 200 43 218
PR15-23 268 238 61 218
PR15-24 858 222 89 207
g10-g100 1000000 1000010 1000004 1000017
g10-g101 1000000 1000006 1000003 1000015
g10-g102 1000000 1000010 1000002 1000004
g10-g103 1000000 1000010 1000002 1000005
g10-g104 1000000 1000030 1000004 1000037
g10-g105 1000000 1000031 1000004 1000038
g10-g106 1000000 1000056 1000004 1000029
g10-g107 1000000 1000048 1000005 1000073
g10-g108 1000000 1000064 1000006 1000043
g10-g109 1000001 1000046 1000004 1000089
g10-g110 1000000 1000077 1000004 1000040
g10-g111 1000000 1000093 1000005 1000045
g10-g112 1000001 1000128 1000009 1000153
g10-g51 1000000 1000000 1000001 1000001
g10-g52 1000000 1000000 1000002 1000002
g10-g53 1000000 1000000 1000001 1000001
g10-g54 1000000 1000000 1000001 1000000
g10-g55 1000000 1000000 1000001 1000000
g10-g56 1000000 1000000 1000001 1000001
g10-g57 1000000 1000000 1000002 1000003
g10-g61 1000000 1000000 1000001 1000001
g10-g62 1000000 1000000 1000001 1000002
g10-g63 1000000 1000000 1000001 1000001
g10-g64 1000000 1000000 1000001 1000001
g10-g65 1000000 1000000 1000001 1000001
g10-g67 1000000 1000000 1000001 1000001
g10-g68 1000000 1000000 1000001 1000000
g10-g69 1000000 1000000 1000001 1000002
g10-g70 1000000 1000001 894721 58347
g10-g71 1000000 1000001 1000002 1000001
g10-g72 1000000 1000001 1000001 1000004
g10-g74 1000000 1000001 1000002 1000002
g10-g75 1000000 1000001 1000001 1000001
g10-g76 1000000 1000001 1000001 1000001
g10-g77 1000000 1000001 1000001 1000001
g10-g78 1000000 1000001 1000001 1000001
g10-g79 1000000 1000001 1000002 1000002
g10-g80 1000000 1000003 1000004 113291
g10-g81 1000000 1000001 1000002 1000002
g10-g83 1000000 1000002 1000002 1000002
g10-g84 1000000 1000004 1000002 1000003
g10-g85 1000000 1000003 1000003 1000004
g10-g87 1000000 1000002 1000001 1000003
g10-g88 1000000 1000002 1000003 1000004
g10-g89 1000000 1000004 1000002 1000004
g10-g90 1000000 1000001 1000003 1000002
g10-g91 1000000 1000006 1000002 1000009
g10-g92 1000000 1000008 1000003 1000010
g10-g94 1000000 1000007 1000002 1000005
g10-g95 1000000 1000010 1000003 831943
g10-g96 1000000 1000016 1000003 1000017
g10-g97 1000000 1000017 1000004 1000016
g10-g98 1000000 1000017 1000003 1000022
g10-g99 1000000 1000017 1000004 1000019
g11-g100 1000000 1000012 1000004 1000022
g11-g101 1000000 1000011 1000003 1000014
g11-g102 1000000 1000011 1000003 1000003
g11-g103 1000000 1000009 1000004 1000005
g11-g104 1000000 1000029 1000005 1000038
g11-g105 1000000 1000030 1000006 1000038
g11-g106 1000000 1000044 1000006 1000028
g11-g107 1000000 1000067 1000006 1000079
g11-g108 1000000 1000063 1000006 1000069
g11-g109 1000000 1000048 1000004 1000030
g11-g110 1000000 1000040 568868 146461
g11-g111 1000001 1000082 1000007 1000058
g11-g112 1000001 1000165 1000009 1000119
g11-g51 1000000 1000000 1000002 1000001
g11-g52 1000000 1000000 1000001 1000001
g11-g53 1000000 1000000 1000001 1000001
g11-g54 1000000 1000000 1000002 1000001
g11-g55 1000000 1000000 1000001 1000001
g11-g56 1000000 1000000 1000001 1000001
g11-g57 1000000 1000000 1000001 1000003
g11-g61 1000000 1000000 1000001 1000001
g11-g62 1000000 1000000 1000001 1000001
g11-g63 1000000 1000000 1000001 1000001
g11-g64 1000000 1000000 1000001 1000001
g11-g65 1000000 1000000 1000001 1000001
g11-g67 1000000 1000000 1000001 1000002
g11-g68 1000000 1000000 1000001 1000000
g11-g69 1000000 1000001 1000002 1000001
g11-g70 1000000 1000001 1000003 1000002
g11-g71 1000000 1000001 1000002 1000002
g11-g72 1000000 1000000 1000002 1000003
g11-g74 1000000 1000001 1000002 1000002
g11-g75 1000000 1000001 1000001 1000001
g11-g76 1000000 1000001 1000001 1000001
g11-g77 1000000 1000000 1000001 1000001
g11-g78 500 10 30 20
g11-g79 1000000 1000001 1000002 1000004
g11-g80 1000000 1000003 1000002 1000007
g11-g81 1000000 1000001 1000002 1000001
g11-g83 1000000 1000000 1000002 1000003
g11-g84 1000000 154067 204753 10997
g11-g85 1000000 1000002 1000003 1000007
g11-g87 1000000 1000002 1000002 1000002
g11-g88 1000000 1000002 1000002 1000006
g11-g89 1000000 1000004 1000003 1000003
g11-g90 1000000 1000002 1000002 1000002
g11-g91 1000000 1000006 1000003 1000007
g11-g92 1000000 1000006 1000003 1000011
g11-g94 1000000 1000008 1000003 1000008
g11-g95 1000000 1000012 1000004 1000024
g11-g96 1000000 1000014 1000005 1000020
g11-g97 1000000 1000010 1000004 1000014
g11-g98 1000000 1000017 1000004 1000013
g11-g99 1000000 1000015 1000005 1000013
g12-g100 20788 2395 2002 1945
g12-g101 1000000 1000014 1000004 1000016
g12-g102 1000000 1000011 1000003 1000006
g12-g103 1000000 1000003 1000003 1000004
g12-g104 1000000 1000027 1000007 1000042
g12-g105 1000000 1000027 1000005 1000044
g12-g106 1000000 1000060 1000010 1000037
g12-g107 1000000 1000059 1000006 1000026
g12-g108 1000000 1000059 1000006 1000070
g12-g109 1000000 1000108 1000009 1000079
g12-g110 1000000 1000055 1000007 1000054
g12-g111 1000000 1000097 1000010 1000093
g12-g112 1000002 1000135 1000015 1000121
g12-g51 1000000 1000000 1000003 78729
g12-g52 396199 62531 69726 4440
g12-g53 68753 1000000 5835 1000002
g12-g54 1000000 1000000 696998 59149
g12-g55 1000000 1000000 1000003 10689
g12-g56 1000000 1000000 637740 137514
g12-g57 760 179 138 53
g12-g61 382936 13550 20368 894
g12-g62 1000000 1000000 1000002 1000003
g12-g63 1000000 1000000 1000002 1000001
g12-g64 1000000 1000000 1000001 1000001
g12-g65 1000000 1000000 1000001 1000000
g12-g67 1000000 1000000 468447 503421
g12-g68 1000000 1000000 1000001 1000000
g12-g69 23377 105337 8142 921
g12-g70 5594 1457 3563 270
g12-g71 94248 6869 25723 3615
g12-g72 5670 35885 566 195
g12-g74 1000000 1000001 1000001 71647
g12-g75 1000000 1000001 1000001 1000002
g12-g76 1000000 1000002 1000001 1000001
g12-g77 1000000 1000001 1000002 1000001
g12-g78 1000000 1000001 1000002 1000002
g12-g79 1000000 1000001 1000003 1000002
g12-g80 3278 363 401 319
g12-g81 1000000 1000000 1000002 1000002
g12-g83 1000000 1000003 1000003 1000002
g12-g84 1000000 1000004 1000001 1000002
g12-g85 1000000 61973 16022 2858
g12-g87 1000000 1000003 1000002 88575
g12-g88 1000000 1000003 1000003 291613
g12-g89 23133 178603 12903 6857
g12-g90 1000000 1000004 1000003 169772
g12-g91 1000000 1000005 1000003 939204
g12-g92 1000000 1000007 1000004 1000011
g12-g94 1000000 1000008 1000004 1000007
g12-g95 25759 27699 2189 1917
g12-g96 31057 240704 7771 2830
g12-g97 24914 298189 8050 3053
g12-g98 82081 1000019 52894 12790
g12-g99 84656 1000013 52535 12023
g13-g100 1000000 1000024 1000006 1000017
g13-g101 1000000 1000003 1000006 1000005
g13-g102 1000000 1000013 1000005 1000018
g13-g103 1000000 1000008 1000005 1000016
g13-g104 1000000 1000032 1000005 1000038
g13-g105 1000000 1000032 1000007 1000038
g13-g106 1000001 1000058 1000005 1000062
g13-g107 1000000 1000059 1000009 1000078
g13-g108 1000000 1000067 1000006 1000072
g13-g109 1000000 1000118 1000012 1000070
g13-g110 1000000 1000064 1000007 1000041
g13-g111 1000000 1000082 1000008 1000094
g13-g112 1000002 1000141 1000011 1000123
g13-g51 1000000 1000000 1000002 1000002
g13-g52 1000000 1000000 1000002 1000002
g13-g53 1000000 1000000 1000001 1000002
g13-g54 1000000 1000000 1000002 1000001
g13-g55 1000000 1000000 1000002 1000001
g13-g56 1000000 1000000 1000002 1000000
g13-g57 1000000 1000000 1000003 1000004
g13-g61 1000000 103 397 104
g13-g62 1000000 1000000 1000002 1000003
g13-g63 1000000 1000000 1000003 1000003
g13-g64 1000000 1000000 1000001 1000001
g13-g65 1000000 1000000 1000002 1000001
g13-g67 1000000 1000001 1000003 1000003
g13-g68 1000000 1000000 1000001 1000001
g13-g69 461 76 163 51
g13-g70 21742 204985 1412 2350
g13-g71 1000000 352346 221090 308674
g13-g72 1000000 1000000 233960 1000003
g13-g74 1000000 1000001 1000002 1000003
g13-g75 1000000 1000001 1000002 1000004
g13-g76 1000000 1000002 1000005 1000002
g13-g77 1000000 1000001 1000002 1000002
g13-g78 1000000 1000001 1000002 1000003
g13-g79 1000000 1000001 1000003 1000003
g13-g80 920 122 258 135
g13-g81 1000000 1000003 1000002 1000004
g13-g83 1000000 1000003 1000004 1000004
g13-g84 1000000 1000003 1000002 1000002
g13-g85 1000000 1000004 1000005 1000008
g13-g87 1000000 1000003 1000004 1000005
g13-g88 1000000 1000003 1000003 1000006
g13-g89 1000000 1000004 1000004 1000006
g13-g90 1000000 1000007 1000004 1000007
g13-g91 1000000 1000007 1000004 1000009
g13-g92 1000000 1000010 1000005 1000009
g13-g94 1000000 1000014 1000004 1000012
g13-g95 40073 940266 2302 2197
g13-g96 450710 1000012 3065 2752
g13-g97 31477 68863 448 666
g13-g98 327434 1000020 36693 9339
g13-g99 329619 1000018 38693 9265
g14-g100 1000000 1000008 1000006 1000013
g14-g101 1000000 1000012 1000005 1000016
g14-g102 1000000 1000015 1000005 1000013
g14-g103 1000000 1000010 1000002 1000007
g14-g104 1000000 1000032 1000004 1000020
g14-g105 1000000 1000032 1000005 1000021
g14-g106 1000000 1000059 1000005 1000028
g14-g107 1000000 1000059 1000006 1000029
g14-g108 1000000 1000070 1000006 1000033
g14-g109 1000000 1000098 1000011 1000065
g14-g110 1000000 1000089 1000004 1000042
g14-g111 1000001 1000097 1000007 1000047
g14-g112 445063 1000143 25089 93537
g14-g51 1000000 1000000 1000002 1000001
g14-g52 1000000 1000000 1000001 1000003
g14-g53 1000000 1000000 1000001 1000001
g14-g54 1000000 1000000 1000002 1000003
g14-g55 1000000 1000000 1000001 1000003
g14-g56 1000000 1000000 1000001 1000002
g14-g57 1000000 1000000 1000003 1000002
g14-g61 1000000 1000000 1000001 1000002
g14-g62 1000000 1000000 1000002 1000003
g14-g63 1000000 1000000 1000001 1000002
g14-g64 1000000 1000000 1000002 1000001
g14-g65 1000000 1000000 1000002 1000001
g14-g67 1000000 1000000 1000002 1000003
g14-g68 1000000 1000000 1000001 1000001
g14-g69 685 54 217 47
g14-g70 1000000 1000001 1000003 1000004
g14-g71 892 225 385 43
g14-g72 1000000 1000001 1000003 1000004
g14-g74 1000000 1000001 1000003 1000005
g14-g75 1000000 1000001 1000002 1000001
g14-g76 1000000 1000001 1000002 1000001
g14-g77 1000000 1000000 1000002 1000001
g14-g78 1000000 1000001 1000001 1000001
g14-g79 1000000 1000001 1000002 1000004
g14-g80 1000000 79842 184860 63219
g14-g81 1000000 1000002 1000002 1000001
g14-g83 1000000 1000003 1000002 1000005
g14-g84 1000000 1000003 1000002 1000003
g14-g85 1000000 1000005 1000007 1000004
g14-g87 1000000 1000003 1000002 1000003
g14-g88 1000000 1000003 1000002 1000002
g14-g89 1000000 1000004 1000004 1000006
g14-g90 1000000 1000008 1000004 1000009
g14-g91 1000000 1000007 1000004 1000015
g14-g92 17556 1000007 2420 683
g14-g94 1000000 1000013 1000003 1000014
g14-g95 1000000 520 1072 405
g14-g96 1000000 1000019 1000007 1000015
g14-g97 1000000 1000014 766414 452199
g14-g98 1000000 1844 3063 747
g14-g99 1000000 1738 3097 1018
g15-g100 1000000 1000018 1000009 1000018
g15-g101 1000000 1000003 1000008 1000005
g15-g102 1000000 1000007 1000007 1000018
g15-g103 1000000 1000008 1000006 1000016
g15-g104 1000000 1000031 1000006 1000037
g15-g105 1000000 1000029 1000005 1000039
g15-g106 1000000 1000058 1000006 1000064
g15-g107 1000001 1000059 1000009 1000061
g15-g108 1000000 1000068 1000006 1000071
g15-g109 1000001 1000095 1000013 1000059
g15-g110 1000001 1000067 1000008 1000055
g15-g111 1000001 1000094 1000007 1000095
g15-g112 1000001 1000140 1000013 1000152
g15-g51 1000000 1000000 1000004 1000002
g15-g52 1000000 1000000 1000002 1000002
g15-g53 1000000 1000000 1000001 1000002
g15-g54 1000000 1000000 1000001 1000001
g15-g55 1000000 1000000 1000001 1000001
g15-g56 1000000 1000000 1000001 1000001
g15-g57 1000000 1000001 1000008 1000005
g15-g61 1000000 107 442 79
g15-g62 1000000 1000000 1000003 1000001
g15-g63 1000000 1000000 1000002 1000003
g15-g64 1000000 1000000 1000002 1000001
g15-g65 1000000 1000000 1000002 1000002
g15-g67 1000000 1000000 1000003 1000004
g15-g68 1000000 1000000 1000001 1000001
g15-g69 563 80 150 59
g15-g70 21772 9937 1394 2392
g15-g71 1000000 360832 216107 312866
g15-g72 1000000 1000001 254544 1000003
g15-g74 1000000 1000001 1000002 1000005
g15-g75 1000000 1000001 1000003 1000005
g15-g76 1000000 1000001 1000001 1000001
g15-g77 1000000 1000001 1000001 1000001
g15-g78 1000000 1000001 1000002 1000003
g15-g79 1000000 1000001 1000002 1000003
g15-g80 917 230 353 148
g15-g81 1000000 1000003 1000003 1000006
g15-g83 1000000 1000003 1000004 1000005
g15-g84 1000000 1000003 1000002 1000001
g15-g85 1000000 1000003 1000004 1000007
g15-g87 1000000 1000003 1000004 1000006
g15-g88 1000000 1000002 1000003 1000006
g15-g89 1000000 1000003 1000005 1000006
g15-g90 1000000 1000007 1000005 1000012
g15-g91 1000000 1000008 1000006 1000010
g15-g92 1000000 1000008 1000004 1000009
g15-g94 1000000 1000017 1000004 1000014
g15-g95 40956 886166 2427 756704
g15-g96 457227 1000018 2982 1000017
g15-g97 32461 59522 524 760
g15-g98 337190 1000019 41343 11822
g15-g99 335206 1000019 42954 12022
g16-g100 1000000 1000009 1000005 1000008
g16-g101 1000000 1000001 1000003 1000003
g16-g102 1000000 1000003 1000003 1000005
g16-g103 1000000 1000009 1000004 1000002
g16-g104 1000000 1000029 1000005 1000021
g16-g105 1000000 1000029 1000005 1000015
g16-g106 1000000 1000049 1000006 1000028
g16-g107 1000000 1000047 1000006 1000029
g16-g108 1000000 1000067 1000009 1000033
g16-g109 1000000 1000053 1000008 1000054
g16-g110 1000001 1000061 1000006 1000030
g16-g111 1000000 1000087 1000008 1000061
g16-g112 1000001 1000115 1000012 1000149
g16-g51 1000000 1000000 1000001 1000004
g16-g52 1000000 1000000 1000001 1000001
g16-g53 1000000 1000000 1000001 1000000
g16-g54 1000000 1000000 1000001 1000000
g16-g55 1000000 1000000 1000001 1000000
g16-g56 1000000 1000000 1000001 1000001
g16-g57 1000000 1000000 1000003 1000001
g16-g61 1000000 1000000 1000002 1000005
g16-g62 1000000 1000000 1000002 1000001
g16-g63 1000000 1000000 1000001 1000001
g16-g64 1000000 1000000 1000001 1000001
g16-g65 1000000 1000000 1000001 1000001
g16-g67 1000000 1000000 1000002 1000000
g16-g68 1000000 1000000 1000001 1000000
g16-g69 1000000 1000000 1000002 1000001
g16-g70 1000000 1000000 1000003 1000007
g16-g71 1000000 1000000 1000001 1000002
g16-g72 1000000 1000000 1000003 1000003
