instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32 clique-par/t2 clique-par/t4 clique-par/t8 clique-par/t16 clique-par/t32r
mcs10_m2D_s90_AB04 1000000 1000000 1000003 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2D_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2D_s90_AB06 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2D_s90_AB07 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2D_s90_AB08 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000001
mcs10_m2D_s90_AB09 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s100_AB00 247669 1000000 9614 984065 97168 35647 24880 14390 8913
mcs10_m2Dr2_s100_AB01 1000000 1000000 160338 1000001 965843 342872 310248 204734 113187
mcs10_m2Dr2_s100_AB02 287759 1000000 30463 1000001 241810 135145 131213 56905 30435
mcs10_m2Dr2_s100_AB03 361716 1000000 9842 1000001 233019 77204 39089 16697 9608
mcs10_m2Dr2_s100_AB04 68033 1000000 2768 1000001 10730 4052 3560 2993 2769
mcs10_m2Dr2_s100_AB05 1000000 1000000 264458 1000001 1000000 1000001 1000000 601601 285684
mcs10_m2Dr2_s100_AB06 1000000 1000000 378419 1000002 1000000 1000000 1000001 531170 301144
mcs10_m2Dr2_s100_AB07 1000000 1000000 158832 1000001 1000000 1000000 747223 302364 158682
mcs10_m2Dr2_s100_AB08 1000000 1000000 1000003 848906 1000000 1000001 1000000 1000001 1000001
mcs10_m2Dr2_s100_AB09 1000000 1000000 223128 1000001 1000000 1000000 809844 462620 221960
mcs10_m2Dr2_s70_AB00 976523 1000000 28211 40981 542228 189741 127778 54893 27984
mcs10_m2Dr2_s70_AB01 1000000 1000000 51961 98256 819913 299991 205486 86583 44108
mcs10_m2Dr2_s70_AB02 566659 473224 26089 31976 348238 129213 90931 43453 26329
mcs10_m2Dr2_s70_AB03 53734 328851 3535 10153 31431 11233 7186 4822 3618
mcs10_m2Dr2_s70_AB04 117028 603873 2898 6912 72016 25355 12067 5458 2855
mcs10_m2Dr2_s70_AB05 71266 113308 1139 25858 15859 6136 4233 1970 1084
mcs10_m2Dr2_s70_AB06 1000000 1000000 174004 189873 1000000 809880 448679 232440 145206
mcs10_m2Dr2_s70_AB07 730040 1000000 25752 154762 418392 154676 108792 48178 25587
mcs10_m2Dr2_s70_AB08 1000000 1000000 126883 140294 1000000 866888 597738 252102 128269
mcs10_m2Dr2_s70_AB09 469320 1000000 15186 2746 281290 103307 70252 29913 15090
mcs10_m2Dr2_s80_AB00 1000000 1000000 726171 1000001 1000001 1000001 1000001 1000003 744373
mcs10_m2Dr2_s80_AB01 1000000 1000000 1000002 191594 1000000 1000001 1000000 1000001 1000013
mcs10_m2Dr2_s80_AB02 1000000 1000000 1000002 1000002 1000000 1000001 1000000 1000001 1000002
mcs10_m2Dr2_s80_AB03 1000000 1000000 466250 1000001 1000000 1000001 1000000 821963 476752
mcs10_m2Dr2_s80_AB04 1000000 1000000 1000002 1000003 1000000 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s80_AB05 1000000 1000000 1000001 237654 1000000 1000001 1000000 1000006 1000001
mcs10_m2Dr2_s80_AB06 1000000 1000000 1000002 1000001 1000000 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s80_AB07 1000000 1000000 297571 1000004 1000000 1000001 1000001 584072 301223
mcs10_m2Dr2_s80_AB08 1000000 1000000 1000002 1000002 1000000 1000001 1000001 1000002 1000002
mcs10_m2Dr2_s80_AB09 1000000 1000000 406855 1000002 1000001 1000001 1000001 793817 408330
mcs10_m2Dr2_s90_AB00 1000000 1000000 1000003 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000001
mcs10_m2Dr2_s90_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr2_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000002 1000001 1000002
mcs10_m2Dr2_s90_AB06 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB07 1000000 1000000 1000001 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB08 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr2_s90_AB09 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s100_AB00 27018 1000000 1048 1000001 19330 9959 6210 1901 1040
mcs10_m2Dr4_s100_AB01 292272 1000000 5657 1000002 91538 30515 20784 5118 4773
mcs10_m2Dr4_s100_AB02 1000000 1000000 42941 1000002 1000000 301452 191644 86234 42482
mcs10_m2Dr4_s100_AB03 45155 1000000 1186 859372 26295 9462 4204 2116 1185
mcs10_m2Dr4_s100_AB04 22848 1000000 940 1000001 13600 5739 3469 2060 962
mcs10_m2Dr4_s100_AB05 203883 1000000 1294 1000002 106162 34004 14349 3416 1243
mcs10_m2Dr4_s100_AB06 77508 1000000 799 1000001 40396 5311 2158 1289 774
mcs10_m2Dr4_s100_AB07 1000000 1000000 110339 1000002 1000000 758546 521129 219296 111876
mcs10_m2Dr4_s100_AB08 1000000 1000000 91848 1000002 1000000 621807 425392 180868 91710
mcs10_m2Dr4_s100_AB09 1000000 1000000 1000002 1000001 1000000 1000001 1000000 1000001 1000001
mcs10_m2Dr4_s40_AB00 38 191 22 14 20 20 19 19 19
mcs10_m2Dr4_s40_AB01 202 908 36 203 132 70 50 32 32
mcs10_m2Dr4_s40_AB02 50 1758 25 62 53 40 29 23 29
mcs10_m2Dr4_s40_AB03 286 760 34 85 180 139 78 37 21
mcs10_m2Dr4_s40_AB04 55 226 24 78 26 24 22 18 21
mcs10_m2Dr4_s40_AB05 113 109 45 12 87 67 43 39 41
mcs10_m2Dr4_s40_AB06 124 525 32 89 88 70 43 28 27
mcs10_m2Dr4_s40_AB07 100 112 33 24 36 41 30 17 22
mcs10_m2Dr4_s40_AB08 38 171 32 35 25 30 23 25 25
mcs10_m2Dr4_s40_AB09 30 71 18 28 11 19 14 16 20
mcs10_m2Dr4_s50_AB00 58951 7995 2878 244 35758 13789 8044 4611 2844
mcs10_m2Dr4_s50_AB01 771 1588 114 151 509 338 230 125 70
mcs10_m2Dr4_s50_AB02 7362 23526 230 3716 4676 2766 2283 638 243
mcs10_m2Dr4_s50_AB03 2730 33531 205 1378 1771 905 507 290 203
mcs10_m2Dr4_s50_AB04 23338 26027 391 1604 11857 3256 1630 609 350
mcs10_m2Dr4_s50_AB05 5993 19634 319 623 3597 1613 1036 569 301
mcs10_m2Dr4_s50_AB06 6727 49390 293 245 3419 1536 901 457 305
mcs10_m2Dr4_s50_AB07 1112 19626 91 197 590 271 154 90 70
mcs10_m2Dr4_s50_AB08 1886 32883 126 2030 1220 860 230 165 121
mcs10_m2Dr4_s50_AB09 6733 70288 438 2621 4147 1858 1016 562 367
mcs10_m2Dr4_s60_AB00 1316 60029 101 5248 755 343 207 138 102
mcs10_m2Dr4_s60_AB01 1564 9245 92 759 770 327 158 108 69
mcs10_m2Dr4_s60_AB02 12238 22742 544 1127 7445 3036 1898 922 509
mcs10_m2Dr4_s60_AB03 1483 1363 78 551 647 384 159 70 50
mcs10_m2Dr4_s60_AB04 374 831 50 308 268 143 88 57 44
mcs10_m2Dr4_s60_AB05 2180 21718 151 2663 1183 619 300 216 139
mcs10_m2Dr4_s60_AB06 951 3079 60 661 247 144 73 56 39
mcs10_m2Dr4_s60_AB07 1311 3152 85 1546 801 355 154 60 56
mcs10_m2Dr4_s60_AB08 3927 8847 196 1321 2020 970 494 282 194
mcs10_m2Dr4_s60_AB09 1683 15424 118 3933 973 485 279 140 108
mcs10_m2Dr4_s70_AB00 33886 183405 1775 9223 20105 7292 5240 2839 1770
mcs10_m2Dr4_s70_AB01 310774 1000000 11422 74508 158477 54614 38069 17208 9532
mcs10_m2Dr4_s70_AB02 5019 56151 476 32058 2851 1235 830 535 398
mcs10_m2Dr4_s70_AB03 141718 1000000 4223 97623 85281 30685 19370 8559 4186
mcs10_m2Dr4_s70_AB04 33784 314674 1364 50087 21010 7991 4671 2353 1234
mcs10_m2Dr4_s70_AB05 1000000 110229 27357 13901 986179 346369 192452 55833 27278
mcs10_m2Dr4_s70_AB06 46951 1000000 1521 23671 22038 8350 5459 2452 1408
mcs10_m2Dr4_s70_AB07 31485 1000000 1195 70173 17674 6388 4293 1960 1088
mcs10_m2Dr4_s70_AB08 981047 606229 34329 93066 612827 219337 143798 63219 34609
mcs10_m2Dr4_s70_AB09 8977 342152 633 19163 4678 2048 1229 754 536
mcs10_m2Dr4_s80_AB00 1000000 1000000 503215 1000003 1000000 1000001 1000001 1000003 505434
mcs10_m2Dr4_s80_AB01 1000000 1000000 161909 664984 1000000 854439 586648 258382 134886
mcs10_m2Dr4_s80_AB02 539028 1000000 27314 1000004 336278 126089 90588 42339 27263
mcs10_m2Dr4_s80_AB03 331104 1000000 15139 1000003 156255 59636 37186 22445 14648
mcs10_m2Dr4_s80_AB04 1000000 1000000 1000009 425253 1000000 1000001 1000001 1000001 1000008
mcs10_m2Dr4_s80_AB05 1000000 1000000 1000002 609143 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s80_AB06 1000000 1000000 132521 960788 1000000 660629 455765 198650 110939
mcs10_m2Dr4_s80_AB07 670161 1000000 32811 859312 452808 171852 155813 94061 32983
mcs10_m2Dr4_s80_AB08 411076 1000000 18240 1000003 252922 94609 56095 30490 17981
mcs10_m2Dr4_s80_AB09 1000000 1000000 712660 1000002 1000000 1000001 1000001 1000004 678875
mcs10_m2Dr4_s90_AB00 1000000 1000000 1000003 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s90_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr4_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr4_s90_AB04 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr4_s90_AB05 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s90_AB06 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s90_AB07 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr4_s90_AB08 1000000 1000000 1000001 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr4_s90_AB09 1000000 1000000 1000003 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr6_s100_AB00 1000000 1000000 109182 1000002 1000000 596965 497643 286385 112146
mcs10_m2Dr6_s100_AB01 1000000 1000000 119038 1000001 1000000 758648 590980 261498 99808
mcs10_m2Dr6_s100_AB02 190723 1000000 6367 1000002 111738 41786 27744 12528 6207
mcs10_m2Dr6_s100_AB03 24696 1000000 748 1000003 9287 4090 2747 1721 735
mcs10_m2Dr6_s100_AB04 466876 1000000 10232 1000001 282913 90667 46407 16058 10796
mcs10_m2Dr6_s100_AB05 1000000 1000000 110215 1000001 1000000 686058 477055 208505 109747
mcs10_m2Dr6_s100_AB06 202903 1000000 9641 1000001 100445 37459 23093 13119 8219
mcs10_m2Dr6_s100_AB07 1000000 1000000 20657 780960 620898 234413 163881 60877 20562
mcs10_m2Dr6_s100_AB08 1000000 1000000 27719 1000002 431867 129539 81078 44785 27672
mcs10_m2Dr6_s100_AB09 1000000 1000000 59706 1000002 1000000 350442 241743 113002 57917
mcs10_m2Dr6_s40_AB00 116 60 33 25 57 47 36 28 26
mcs10_m2Dr6_s40_AB01 58 169 28 225 49 36 27 24 19
mcs10_m2Dr6_s40_AB02 36 191 25 31 33 29 21 21 16
mcs10_m2Dr6_s40_AB03 30 415 20 24 20 23 15 16 22
mcs10_m2Dr6_s40_AB04 274 88 43 16 135 105 67 45 40
mcs10_m2Dr6_s40_AB05 37 824 24 40 22 26 21 20 21
mcs10_m2Dr6_s40_AB06 80 206 51 170 51 67 63 46 35
mcs10_m2Dr6_s40_AB07 33 278 23 177 28 26 20 22 27
mcs10_m2Dr6_s40_AB08 43 192 20 19 21 20 19 16 21
mcs10_m2Dr6_s40_AB09 343 920 43 131 166 111 57 34 36
mcs10_m2Dr6_s50_AB00 75051 15376 2325 1116 47521 18199 14845 5529 2242
mcs10_m2Dr6_s50_AB01 53593 68055 1992 3032 27925 10662 7207 3258 1803
mcs10_m2Dr6_s50_AB02 4398 6392 192 179 2564 1197 566 224 188
mcs10_m2Dr6_s50_AB03 43108 38821 1661 286 26798 10068 6753 2998 1628
mcs10_m2Dr6_s50_AB04 10082 27199 438 841 5282 2152 1336 685 398
mcs10_m2Dr6_s50_AB05 1268 1899 132 409 680 343 229 156 129
mcs10_m2Dr6_s50_AB06 62863 28693 2223 974 32500 12145 7006 3596 1919
mcs10_m2Dr6_s50_AB07 20336 22480 850 623 12154 4903 3097 1439 773
mcs10_m2Dr6_s50_AB08 18645 10407 667 382 11587 4342 2132 1059 678
mcs10_m2Dr6_s50_AB09 18006 80923 835 2415 11050 4242 2523 1372 747
mcs10_m2Dr6_s60_AB00 6505 7217 330 1175 3678 1635 983 490 292
mcs10_m2Dr6_s60_AB01 20333 8208 819 699 10373 4041 2295 1228 652
mcs10_m2Dr6_s60_AB02 357 1049 58 388 267 170 105 63 51
mcs10_m2Dr6_s60_AB03 389 7112 57 927 286 171 97 63 39
mcs10_m2Dr6_s60_AB04 1057 12084 82 1753 492 284 170 121 74
mcs10_m2Dr6_s60_AB05 571 9468 56 1718 273 155 108 58 34
mcs10_m2Dr6_s60_AB06 988 8206 63 1834 450 225 119 69 50
mcs10_m2Dr6_s60_AB07 5381 4781 277 1191 2873 1174 633 377 240
mcs10_m2Dr6_s60_AB08 624 4670 59 855 315 190 96 65 55
mcs10_m2Dr6_s60_AB09 619 6890 81 816 431 232 138 95 70
mcs10_m2Dr6_s70_AB00 40105 1000000 997 23246 23180 7765 4893 1702 972
mcs10_m2Dr6_s70_AB01 99870 1000000 3380 79237 50627 14652 6581 3927 2684
mcs10_m2Dr6_s70_AB02 462542 1000000 13344 159578 269490 79731 42245 22270 13479
mcs10_m2Dr6_s70_AB03 160094 582517 5884 17972 92386 33235 22801 9801 5979
mcs10_m2Dr6_s70_AB04 3610 17516 469 834 2317 1212 868 562 372
mcs10_m2Dr6_s70_AB05 82849 416585 2384 21926 48082 17099 7770 3881 2227
mcs10_m2Dr6_s70_AB06 55463 887772 1547 147559 27258 8920 5911 3189 1315
mcs10_m2Dr6_s70_AB07 335428 358457 11169 58108 198771 71491 45610 19669 11490
mcs10_m2Dr6_s70_AB08 152233 1000000 5261 67239 93802 34531 19815 9982 5185
mcs10_m2Dr6_s70_AB09 1756 189594 144 3791 1148 625 346 228 137
mcs10_m2Dr6_s80_AB00 1000000 1000000 14428 280987 542936 174587 72446 27557 14579
mcs10_m2Dr6_s80_AB01 920245 1000000 58790 1000003 489463 189638 144797 72992 49802
mcs10_m2Dr6_s80_AB02 1000000 1000000 62063 1000004 1000000 929967 718013 102033 61671
mcs10_m2Dr6_s80_AB03 428956 1000000 16627 1000004 247572 91676 63444 29446 16442
mcs10_m2Dr6_s80_AB04 1000000 1000000 192995 1000001 1000001 917276 662713 312789 190276
mcs10_m2Dr6_s80_AB05 1000000 1000000 751242 996020 1000001 1000000 1000001 1000001 754179
mcs10_m2Dr6_s80_AB06 1000000 1000000 223338 521311 1000000 1000000 796451 344791 184294
mcs10_m2Dr6_s80_AB07 1000000 1000000 141199 48468 1000000 998076 756745 261029 142505
mcs10_m2Dr6_s80_AB08 1000000 1000000 404851 1000002 1000000 1000001 1000001 803167 404823
mcs10_m2Dr6_s80_AB09 1000000 1000000 381908 1000001 1000000 1000001 1000001 850517 383297
mcs10_m2Dr6_s90_AB00 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr6_s90_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr6_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr6_s90_AB03 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr6_s90_AB04 1000000 1000000 1000002 608756 1000001 1000001 1000000 1000001 1000002
mcs10_m2Dr6_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m2Dr6_s90_AB06 1000000 1000000 1000001 1000001 1000001 1000001 1000001 1000001 1000001
mcs10_m2Dr6_s90_AB07 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m2Dr6_s90_AB08 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000003
mcs10_m2Dr6_s90_AB09 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m3D_s100_AB00 153130 1000000 4425 1000001 90582 37130 20110 8635 4384
mcs10_m3D_s100_AB01 1000000 1000000 45851 1000002 768739 293576 168258 76267 38602
mcs10_m3D_s100_AB02 367407 1000000 11164 1000001 215661 78896 53311 20967 11135
mcs10_m3D_s100_AB03 1000000 1000000 287816 1000003 1000000 1000000 1000000 542781 287878
mcs10_m3D_s100_AB04 1000000 1000000 20124 128821 600291 224439 87109 33747 20259
mcs10_m3D_s100_AB05 297814 1000000 8639 1000001 178740 58791 39203 16216 8502
mcs10_m3D_s100_AB06 1000000 1000000 1000006 1000002 1000000 1000001 1000000 1000005 974047
mcs10_m3D_s100_AB07 14018 686091 729 436734 7970 3175 2342 1432 769
mcs10_m3D_s100_AB08 143551 1000000 3306 1000001 76202 22633 11853 6199 3319
mcs10_m3D_s100_AB09 634200 1000000 9759 1000001 343901 100072 49603 19731 9705
mcs10_m3D_s60_AB00 172 10244 30 1007 168 103 59 45 43
mcs10_m3D_s60_AB01 11886 7008 406 690 5813 2298 1489 578 337
mcs10_m3D_s60_AB02 1634 19805 129 3224 885 482 272 180 114
mcs10_m3D_s60_AB03 833 11023 133 953 445 278 202 157 116
mcs10_m3D_s60_AB04 117 3726 43 864 120 77 48 34 41
mcs10_m3D_s60_AB05 1084 3324 98 418 705 380 207 115 62
mcs10_m3D_s60_AB06 2864 8122 78 425 1160 553 271 147 62
mcs10_m3D_s60_AB07 469 12045 61 3052 284 190 106 67 46
mcs10_m3D_s60_AB08 256 661 35 411 170 96 40 33 35
mcs10_m3D_s60_AB09 9367 27028 508 2917 5395 2264 1462 788 470
mcs10_m3D_s70_AB00 70211 1000000 1242 228321 45007 17971 9822 2741 1204
mcs10_m3D_s70_AB01 219051 1000000 5908 327294 114010 34757 20707 9805 5102
mcs10_m3D_s70_AB02 44502 663895 1609 83861 26320 9605 6875 2813 1603
mcs10_m3D_s70_AB03 55159 696277 1037 21104 30404 7247 2676 1478 1034
mcs10_m3D_s70_AB04 6724 147303 243 6372 3868 1417 626 341 211
mcs10_m3D_s70_AB05 39768 143934 1365 7542 24406 8941 6493 2595 1270
mcs10_m3D_s70_AB06 15136 48305 472 11436 7558 2985 1542 649 437
mcs10_m3D_s70_AB07 254349 1000000 10543 234113 154728 56771 33269 17944 10712
mcs10_m3D_s70_AB08 862676 287961 26407 20345 515031 186475 125316 52221 26298
mcs10_m3D_s70_AB09 316723 579797 11427 116285 181020 63364 37467 20069 10996
mcs10_m3D_s80_AB00 1000000 1000000 157760 194295 1000000 707114 507117 217344 159389
mcs10_m3D_s80_AB01 1000000 1000000 31662 1000001 790147 257321 161655 58285 26372
mcs10_m3D_s80_AB02 1000000 1000000 187916 265504 1000000 1000001 824721 353785 188016
mcs10_m3D_s80_AB03 1000000 1000000 216472 1000002 1000000 1000001 1000001 370096 216635
mcs10_m3D_s80_AB04 1000000 1000000 38785 470571 860095 273673 181451 81499 38886
mcs10_m3D_s80_AB05 1000000 1000000 1000002 1000001 1000000 1000001 1000001 1000001 1000002
mcs10_m3D_s80_AB06 1000000 1000000 1000012 537756 1000000 1000001 1000000 1000001 1000007
mcs10_m3D_s80_AB07 1000000 1000000 48534 1000001 1000000 713377 458548 150492 48529
mcs10_m3D_s80_AB08 246307 458433 10506 15988 151104 57234 40528 20111 10106
mcs10_m3D_s80_AB09 1000000 1000000 64757 1000002 1000000 510662 282721 100004 65067
mcs10_m3D_s90_AB00 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3D_s90_AB01 1000000 1000000 1000002 1000003 1000001 1000001 1000001 1000002 1000002
mcs10_m3D_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m3D_s90_AB03 1000000 1000000 1000002 660869 1000001 1000001 1000001 1000001 1000002
mcs10_m3D_s90_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3D_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3D_s90_AB06 1000000 1000000 1000002 1000004 1000001 1000001 1000001 1000001 1000002
mcs10_m3D_s90_AB07 1000000 1000000 1000002 1000001 1000000 1000001 1000001 1000002 1000002
mcs10_m3D_s90_AB08 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m3D_s90_AB09 1000000 1000000 1000002 1000002 1000000 1000001 1000001 1000002 1000002
mcs10_m3Dr2_s100_AB00 189317 1000000 4035 1000002 106162 30046 15723 5714 4060
mcs10_m3Dr2_s100_AB01 1000000 1000000 59798 1000001 1000000 372253 199391 88373 50369
mcs10_m3Dr2_s100_AB02 1000000 1000000 75560 1000002 1000000 833172 497380 200536 74630
mcs10_m3Dr2_s100_AB03 666261 1000000 21969 1000003 403883 151160 87503 42364 21605
mcs10_m3Dr2_s100_AB04 453681 1000000 13582 1000002 255613 94320 65093 28487 13740
mcs10_m3Dr2_s100_AB05 286720 1000000 10323 667819 176848 67969 47269 17520 10425
mcs10_m3Dr2_s100_AB06 1000000 1000000 50968 533832 637526 232621 142554 72996 40985
mcs10_m3Dr2_s100_AB07 695152 1000000 17296 1000002 402539 113920 65589 33495 17295
mcs10_m3Dr2_s100_AB08 980858 1000000 34046 1000002 606026 222539 152456 64841 33900
mcs10_m3Dr2_s100_AB09 1000000 1000000 139357 1000001 1000000 1000001 985595 308874 138755
mcs10_m3Dr2_s60_AB00 717 12626 71 2285 440 237 141 119 71
mcs10_m3Dr2_s60_AB01 1690 26444 121 1291 841 416 238 141 97
mcs10_m3Dr2_s60_AB02 459 3410 53 784 257 150 70 50 51
mcs10_m3Dr2_s60_AB03 435 5040 59 1217 248 156 85 72 59
mcs10_m3Dr2_s60_AB04 734 21944 65 1937 395 219 130 83 62
mcs10_m3Dr2_s60_AB05 80 726 30 149 82 51 31 31 24
mcs10_m3Dr2_s60_AB06 526 32536 59 5159 269 150 86 58 58
mcs10_m3Dr2_s60_AB07 3414 3639 125 302 2032 739 340 163 119
mcs10_m3Dr2_s60_AB08 2658 20960 147 5724 1279 632 341 205 142
mcs10_m3Dr2_s60_AB09 85 1351 40 266 93 61 40 35 36
mcs10_m3Dr2_s70_AB00 2139 109782 211 7553 1074 703 445 246 199
mcs10_m3Dr2_s70_AB01 51677 252774 3467 37335 28979 12914 9168 4529 3043
mcs10_m3Dr2_s70_AB02 2235 134954 183 61557 1282 676 393 247 171
mcs10_m3Dr2_s70_AB03 121609 175639 1708 18041 68124 24474 13372 4553 1701
mcs10_m3Dr2_s70_AB04 650988 210552 5010 24220 367549 127902 69872 20868 5040
mcs10_m3Dr2_s70_AB05 19124 474023 1165 146900 10303 4105 2705 1359 978
mcs10_m3Dr2_s70_AB06 465190 635825 15316 18917 237658 87090 59532 25277 12970
mcs10_m3Dr2_s70_AB07 55007 476264 1903 33172 34379 12988 7988 4098 1764
mcs10_m3Dr2_s70_AB08 1413 9867 78 2536 809 359 145 85 83
mcs10_m3Dr2_s70_AB09 49046 928768 2014 87739 30144 11651 7756 3406 1873
mcs10_m3Dr2_s80_AB00 1000000 1000000 284446 1000002 1000001 1000001 1000000 533920 278583
mcs10_m3Dr2_s80_AB01 59958 1000000 2425 572307 39506 21175 23422 3129 1926
mcs10_m3Dr2_s80_AB02 801041 1000000 59155 578278 516675 200864 176656 86452 56701
mcs10_m3Dr2_s80_AB03 1000000 1000000 181611 1000001 1000000 1000001 919121 358887 181742
mcs10_m3Dr2_s80_AB04 1000000 1000000 26725 476822 777518 255585 138026 51145 26551
mcs10_m3Dr2_s80_AB05 1000000 1000000 302424 170272 1000000 1000000 1000000 563172 297859
mcs10_m3Dr2_s80_AB06 465814 1000000 20188 70627 246567 90559 63648 29199 17519
mcs10_m3Dr2_s80_AB07 1000000 1000000 1000011 1000003 1000000 1000001 1000001 1000001 1000011
mcs10_m3Dr2_s80_AB08 1000000 1000000 1000006 1000002 1000000 1000001 1000001 1000001 1000006
mcs10_m3Dr2_s80_AB09 583203 1000000 23035 242598 365054 133076 77329 39472 23313
mcs10_m3Dr2_s90_AB00 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs10_m3Dr2_s90_AB01 1000000 1000000 1000003 1000002 1000001 1000001 1000001 1000001 1000002
mcs10_m3Dr2_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3Dr2_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3Dr2_s90_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3Dr2_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs10_m3Dr2_s90_AB06 1000000 1000000 1000003 1000002 1000001 1000001 1000001 1000002 1000002
mcs10_m3Dr2_s90_AB07 1000000 1000000 1000002 704467 1000001 1000001 1000001 1000002 1000002
mcs10_m3Dr2_s90_AB08 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000001
mcs10_m3Dr2_s90_AB09 1000000 1000000 1000003 1000001 1000001 1000001 1000001 1000001 1000002
