instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
meshes-CVIU11-5-200 100000 100002 100003 100006 100003 100043 100060
meshes-CVIU11-5-212 100000 100019 100004 100020 100004 100143 100163
meshes-CVIU11-5-216 100000 100001 100003 100006 100003 100020 100042
meshes-CVIU11-5-223 100000 100009 100005 100040 100004 100177 100007
meshes-CVIU11-5-244 100000 100018 100004 100034 100005 100157 100150
meshes-CVIU11-5-283 100001 100110 100006 100126 100007 100137 100134
meshes-CVIU11-5-286 100000 100002 100003 100005 100003 100036 100034
meshes-CVIU11-5-304 100000 100004 100002 100006 100002 100048 100052
meshes-CVIU11-5-306 100001 100110 100007 100163 100007 100271 100272
meshes-CVIU11-5-315 100000 100000 100002 100002 100002 100043 100038
meshes-CVIU11-5-333 100000 100013 100004 100034 100004 100006 100004
meshes-CVIU11-5-34 100000 100031 100005 100060 100005 100012 100011
meshes-CVIU11-5-36 100000 100046 100005 100094 100005 100038 100036
meshes-CVIU11-5-409 100000 100000 100002 100002 100002 100019 100022
meshes-CVIU11-5-433 100000 100019 100005 100038 100004 100119 100133
meshes-CVIU11-5-464 100001 100085 100006 100121 100006 100023 100026
meshes-CVIU11-5-468 100000 100014 100003 100015 100004 100125 100091
meshes-CVIU11-5-488 100000 100066 100006 100028 100006 100153 100184
meshes-CVIU11-5-517 100001 100166 100009 100142 100008 100291 100285
meshes-CVIU11-5-59 100000 100000 100003 100008 100003 100059 100047
meshes-CVIU11-5-73 100000 100004 100004 100014 100004 100063 100056
meshes-CVIU11-5-99 100001 100070 100007 100141 100007 100023 100024
meshes-CVIU11-6-102 100000 100056 100007 100102 100008 100053 100054
meshes-CVIU11-6-150 100001 100055 100007 100095 100008 100152 100152
meshes-CVIU11-6-151 100000 100003 100002 100006 100004 100109 100112
meshes-CVIU11-6-163 100000 100009 100005 100024 100004 100014 100024
meshes-CVIU11-6-194 100000 100017 100004 100019 100005 100119 100122
meshes-CVIU11-6-211 100000 100000 100003 100007 100003 100098 100104
meshes-CVIU11-6-265 100000 100001 100003 100004 100003 100051 100068
meshes-CVIU11-6-293 100000 100000 100003 100002 100003 100146 100120
meshes-CVIU11-6-303 100000 100018 100005 100034 100004 100203 100211
meshes-CVIU11-6-306 100002 100108 100008 100075 100008 100210 100214
meshes-CVIU11-6-314 100002 100108 100010 100227 100010 100538 100533
meshes-CVIU11-6-325 100000 100000 100002 100001 100003 100023 100019
meshes-CVIU11-6-338 100000 100000 100003 100002 100003 100082 100082
meshes-CVIU11-6-345 100000 100002 100003 100004 100003 100099 100114
meshes-CVIU11-6-400 100000 100008 100004 100007 100004 100183 100160
meshes-CVIU11-6-438 100000 100043 100006 100068 100006 100082 100084
meshes-CVIU11-6-443 100000 100019 100006 100028 100005 100052 100042
meshes-CVIU11-6-485 100000 100002 100003 100004 100003 100116 100121
meshes-CVIU11-6-498 100000 100000 100003 100002 100003 100022 100022
meshes-CVIU11-6-523 100000 100001 100003 100003 100003 100021 100019
meshes-CVIU11-6-528 100001 100092 100008 100219 100008 100065 100063
meshes-CVIU11-6-56 100000 100003 100003 100004 100003 100027 100031
meshes-CVIU11-6-58 100000 100001 100003 100002 100003 100099 100094
meshes-CVIU11-6-65 100001 100113 100011 100239 100012 102324 102507
meshes-CVIU11-6-68 100000 100062 100008 100161 100008 100024 100019
meshes-CVIU11-6-77 100000 100031 100006 100033 100006 100244 100262
meshes-CVIU11-6-81 100000 100002 100003 100006 100003 100029 100039
PR15-1 1315 222 129 216 132 570 599
PR15-2 726 320 74 227 72 408 387
PR15-3 419 220 50 229 46 373 362
PR15-4 295 224 36 235 39 355 363
PR15-5 583 224 61 222 57 370 377
PR15-6 1351 252 135 226 138 619 607
PR15-7 702 121 102 122 106 733 725
PR15-8 324 235 38 236 41 334 340
PR15-9 619 244 71 239 78 532 524
PR15-10 324 211 40 232 41 364 348
PR15-11 293 213 38 222 38 359 351
PR15-12 360 217 51 243 47 352 363
PR15-13 943 218 109 251 100 511 519
PR15-14 1755 220 164 215 164 693 684
PR15-15 493 120 60 118 60 478 495
PR15-16 285 211 37 260 39 348 358
PR15-17 297 213 38 219 44 343 343
PR15-18 502 324 59 216 54 391 388
PR15-19 301 229 40 234 42 342 356
PR15-20 310 213 42 239 44 344 354
PR15-21 486 220 53 220 55 411 364
PR15-22 316 217 45 237 42 360 358
PR15-23 344 227 52 250 55 357 347
PR15-24 1272 266 111 213 111 518 531
g10-g100 100000 100003 100005 100019 100005 100140 100121
g10-g101 100000 100018 100003 100008 100003 100027 100026
g10-g102 100000 100017 100003 100016 100003 100036 100037
g10-g103 100000 100002 100002 100017 100003 100051 100048
g10-g104 100000 100066 100005 100044 100006 100010 100012
g10-g105 100000 100049 100005 100045 100005 100009 100011
g10-g106 100001 100089 100006 100084 100006 100011 100011
g10-g107 100000 100090 100007 100082 100008 100022 100022
g10-g108 100000 100101 100006 100125 100007 100030 100030
g10-g109 100001 100078 100006 100059 100005 100130 100130
g10-g110 100001 100134 100006 100156 100006 100041 100040
g10-g111 100001 100146 100007 100136 100007 100014 100013
g10-g112 100002 100199 100010 100189 100010 100042 100028
g10-g51 100000 100000 100002 100001 100002 100004 100004
g10-g52 100000 100000 100003 100001 100002 100004 100004
g10-g53 100000 100000 100002 100001 100002 100003 100004
g10-g54 100000 100000 100003 100001 100003 100003 100003
g10-g55 100000 100000 100002 100001 100002 100003 100003
g10-g56 100000 100000 100002 100001 100002 100003 100003
g10-g57 100000 100000 100003 100002 100003 100012 100010
g10-g61 100000 100000 100002 100002 100002 100013 100012
g10-g62 100000 100000 100002 100001 100002 100003 100004
g10-g63 100000 100001 100002 100002 100002 100003 100003
g10-g64 100000 100001 100002 100002 100003 100004 100004
g10-g65 100000 100001 100002 100001 100002 100007 100007
g10-g67 100000 100000 100002 100002 100002 100014 100014
g10-g68 100000 100001 100002 100001 100002 100007 100007
g10-g69 100000 100002 100003 100003 100002 100010 100011
g10-g70 100000 100001 100003 100003 100003 100012 100012
g10-g71 100000 100002 100003 100003 100003 100009 100010
g10-g72 100000 100002 100003 100003 100003 100009 100008
g10-g74 100000 100001 100002 100004 100003 100004 100004
g10-g75 100000 100002 100002 100002 100002 100005 100005
g10-g76 100000 100002 100002 100003 100002 100007 100007
g10-g77 100000 100002 100002 100002 100002 100020 100021
g10-g78 100000 100001 100002 100002 100002 100003 100003
g10-g79 100000 100002 100003 100004 100003 100003 100003
g10-g80 100000 100004 100003 100009 100004 100030 100029
g10-g81 100000 100004 100002 100002 100002 100013 100014
g10-g83 100000 100002 100002 100005 100002 100009 100009
g10-g84 100000 100005 100003 100007 100002 100074 100069
g10-g85 100000 100005 100003 100009 100003 100053 100057
g10-g87 100000 100004 100003 100008 100003 100006 100006
g10-g88 100000 100004 100003 100009 100002 100007 100008
g10-g89 100000 100007 100003 100010 100003 100031 100027
g10-g90 100000 100006 100003 100002 100003 100021 100021
g10-g91 100000 100009 100003 100020 100003 100016 100012
g10-g92 100000 100011 100003 100025 100003 100012 100011
g10-g94 100000 100013 100003 100010 100003 100019 100019
g10-g95 100000 100023 100004 100024 100005 100008 100028
g10-g96 100000 100023 100005 100037 100005 100033 100043
g10-g97 100000 100027 100005 100038 100006 100040 100041
g10-g98 100000 100021 100006 100036 100005 100031 100035
g10-g99 100000 100030 100005 100036 100005 100027 100035
g11-g100 100000 100014 100005 100022 100005 100148 100140
g11-g101 100000 100001 100004 100019 100004 100039 100041
g11-g102 100000 100015 100003 100018 100003 100051 100051
g11-g103 100000 100014 100003 100010 100002 100045 100047
g11-g104 100000 100031 100006 100045 100006 100045 100042
g11-g105 100000 100041 100006 100045 100006 100042 100043
g11-g106 100001 100080 100006 100030 100007 100024 100023
g11-g107 100000 100078 100007 100131 100008 100041 100039
g11-g108 100001 100090 100009 100097 100008 100130 100110
g11-g109 100001 100090 100006 100025 100006 100229 100232
g11-g110 100001 100083 100007 100122 100006 100021 100021
g11-g111 100001 100127 100010 100127 100010 100043 100041
g11-g112 100001 100198 100017 100300 100011 100269 100263
g11-g51 100000 100000 100003 100001 100003 100005 100007
g11-g52 100000 100000 100002 100001 100003 100004 100004
g11-g53 100000 100000 100002 100001 100002 100009 100010
g11-g54 100000 100000 100002 100001 100002 100003 100003
g11-g55 100000 100000 100003 100001 100002 100004 100004
g11-g56 100000 100000 100003 100001 100002 100004 100004
g11-g57 100000 100000 100003 100002 100002 100022 100021
g11-g61 100000 100000 100002 100002 100002 100018 100019
g11-g62 100000 100000 100002 100001 100002 100004 100004
g11-g63 100000 100001 100002 100001 100002 100007 100007
g11-g64 100000 100001 100002 100002 100002 100005 100005
g11-g65 100000 100000 100003 100001 100002 100007 100007
g11-g67 100000 100001 100002 100002 100003 100011 100010
g11-g68 100000 100000 100002 100001 100002 100008 100007
g11-g69 100000 100000 100003 100002 100003 100016 100015
g11-g70 100000 100001 100003 100003 100003 100025 100030
g11-g71 100000 100001 100003 100003 100003 100019 100018
g11-g72 100000 100001 100004 100006 100004 100011 100011
g11-g74 100000 100001 100002 100004 100002 100004 100004
g11-g75 100000 100001 100002 100002 100002 100005 100005
g11-g76 100000 100002 100002 100003 100002 100008 100009
g11-g77 100000 100002 100002 100002 100002 100016 100016
g11-g78 490 6 45 13 45 75 79
g11-g79 100000 100002 100003 100003 100003 100007 100007
g11-g80 100000 100002 100005 100010 100004 100026 100032
g11-g81 100000 100001 100003 100001 100003 100006 100006
g11-g83 100000 100002 100002 100005 100002 100021 100021
g11-g84 100000 100007 100004 20860 100003 100036 100033
g11-g85 100000 100001 100003 100010 100003 100055 100057
g11-g87 100000 100004 100002 100008 100003 100011 100010
g11-g88 100000 100004 100003 100006 100002 100007 100008
g11-g89 100000 100004 100004 100010 100004 100071 100065
g11-g90 100000 100006 100003 100009 100003 100028 100029
g11-g91 100000 100008 100003 100017 100003 100029 100030
g11-g92 100000 100012 100003 100019 100004 100033 100032
g11-g94 100000 100010 100003 100015 100003 100015 100016
g11-g95 100000 100024 100006 100036 100006 100042 100059
g11-g96 100000 100021 100006 100036 100006 100053 100104
g11-g97 100000 100018 100006 100037 100006 100051 100059
g11-g98 100000 100026 100004 100034 100004 100026 100024
g11-g99 100000 100026 100007 100031 100006 100023 100033
g12-g100 36158 3268 4056 2555 4075 8389 8519
g12-g101 100000 100018 100005 100038 100005 100028 100030
g12-g102 100000 100014 100006 100020 100006 100073 100071
g12-g103 100000 100006 100004 100014 100004 100103 100102
g12-g104 100000 100036 100011 100028 100010 100064 100065
g12-g105 100000 100042 100010 100029 100009 100069 100071
g12-g106 100000 100070 100009 100084 100009 100051 100048
g12-g107 100000 100082 100013 100047 100010 100020 100022
g12-g108 100001 100090 100015 100097 100014 100050 100048
g12-g109 100001 100105 100013 100005 100012 100438 100443
g12-g110 100000 100125 100008 100074 100008 100066 100065
g12-g111 100001 100134 100013 100114 100013 100142 100168
g12-g112 100001 100210 100018 100130 100016 100037 100038
g12-g51 100000 100000 100003 100002 100003 100007 100005
g12-g52 100000 89824 100003 6355 100003 61508 61637
g12-g53 99201 100001 14962 100003 15374 8079 8069
g12-g54 100000 100000 100002 90678 100003 100004 100005
g12-g55 100000 100000 100003 14823 100003 100004 100004
g12-g56 100000 100000 100003 100001 100003 100002 100002
g12-g57 874 288 196 74 204 341 350
g12-g61 100000 20795 41501 1382 39379 2478 2536
g12-g62 100000 100000 100003 100002 100003 100003 100004
g12-g63 100000 100001 100003 100001 100002 100009 100007
g12-g64 100000 100001 100002 100002 100002 100005 100005
g12-g65 100000 100000 100003 100001 100003 100014 100017
g12-g67 100000 100001 100003 100002 100003 100003 100003
g12-g68 100000 100001 100002 100002 100002 100009 100009
g12-g69 36177 100001 34428 1155 33245 3147 3160
g12-g70 8637 2147 5680 685 5646 1266 1307
g12-g71 100000 9532 60566 4962 58092 11330 10990
g12-g72 8173 55197 788 241 775 1238 1284
g12-g74 100000 100001 100004 100003 100003 100005 100005
g12-g75 100000 100002 100002 100003 100002 100005 100005
g12-g76 100000 100003 100002 100003 100002 100007 100007
g12-g77 100000 100002 100002 100003 100002 100021 100020
g12-g78 100000 100001 100003 100003 100003 100012 100013
g12-g79 100000 100002 100004 100004 100004 100007 100005
g12-g80 4720 614 532 451 518 1928 1932
g12-g81 100000 100002 100003 100002 100003 100016 100016
g12-g83 100000 100000 100004 100007 100004 100014 100012
g12-g84 100000 100008 100003 100008 100002 100037 100037
g12-g85 100000 100001 50973 5727 50557 2610 2518
g12-g87 100000 100005 100004 100006 100004 100006 100005
g12-g88 100000 100004 100004 100005 100004 100006 100004
g12-g89 38250 100004 78866 14413 90688 2718 2766
g12-g90 100000 100003 100004 100007 100004 100012 100012
g12-g91 100000 100010 100005 100007 100004 100013 100014
g12-g92 100000 100012 100005 100012 100005 100010 100015
g12-g94 100000 100013 100004 100015 100005 100011 100009
g12-g95 44315 45256 3307 2490 3318 4247 4345
g12-g96 53874 100029 14656 4495 14298 5098 5102
g12-g97 43226 100021 17337 4608 17254 4673 4630
g12-g98 100000 100029 76019 29096 76795 12493 11222
g12-g99 100000 100026 76532 26532 80253 11079 9781
g13-g100 100000 100017 100008 100015 100008 100102 100131
g13-g101 100000 100019 100008 100017 100008 100129 100190
g13-g102 100000 100034 100005 100034 100007 100171 100154
g13-g103 100000 100017 100004 100013 100004 100017 100016
g13-g104 100001 100049 100008 100057 100007 100009 100007
g13-g105 100000 100048 100007 100073 100008 100008 100009
g13-g106 100001 100092 100006 100131 100006 100018 100017
g13-g107 100001 100079 100008 100052 100009 100012 100012
g13-g108 100000 100108 100008 100095 100009 100016 100017
g13-g109 100001 100175 100018 100132 100019 100542 100636
g13-g110 100001 100104 100009 100102 100009 100048 100047
g13-g111 100001 100151 100010 100238 100010 100022 100021
g13-g112 100001 100221 100014 100313 100013 100336 100330
g13-g51 100000 100000 100003 100002 100003 100002 100003
g13-g52 100000 100000 100003 100001 100003 100010 100005
g13-g53 100000 100000 100002 100001 100002 100002 100002
g13-g54 100000 100000 100003 100002 100003 100005 100005
g13-g55 100000 100000 100003 100001 100003 100002 100003
g13-g56 100000 100000 100003 100002 100003 100005 100005
g13-g57 100000 100001 100005 100004 100006 100010 100010
g13-g61 100000 94 647 107 612 332 402
g13-g62 100000 100001 100003 100003 100002 100009 100009
g13-g63 100000 100001 100004 100002 100003 100008 100006
g13-g64 100000 100001 100002 100001 100002 100006 100006
g13-g65 100000 100001 100003 100002 100004 100014 100013
g13-g67 100000 100000 100003 100003 100003 100020 100021
g13-g68 100000 100001 100002 100002 100002 100013 100013
g13-g69 586 63 293 68 345 477 477
g13-g70 32358 100002 2184 4210 2196 3478 3407
g13-g71 100000 100002 100003 100002 100003 100011 100011
g13-g72 100000 100001 100004 100003 100003 100008 100007
g13-g74 100000 100002 100003 100002 100003 100006 100008
g13-g75 100000 100002 100002 100003 100003 100008 100008
g13-g76 100000 100002 100002 100006 100002 100020 100023
g13-g77 100000 100001 100002 100003 100002 100028 100023
g13-g78 100000 100001 100003 100004 100003 100008 100006
g13-g79 100000 100004 100003 100006 100003 100005 100005
g13-g80 1129 207 535 219 524 1164 1140
g13-g81 100000 100007 100004 100008 100004 100049 100044
g13-g83 100000 100007 100005 100010 100005 100065 100058
g13-g84 100000 100002 100003 100004 100003 100034 100031
g13-g85 100000 100006 100005 100005 100005 100056 100053
g13-g87 100000 100004 100003 100006 100004 100009 100008
g13-g88 100000 100005 100003 100006 100004 100008 100009
g13-g89 100000 100006 100005 100008 100005 100063 100067
g13-g90 100000 100014 100006 100010 100006 100077 100086
g13-g91 100000 100010 100005 100014 100005 100040 100042
g13-g92 100000 100016 100005 100016 100006 100040 100054
g13-g94 100000 100023 100005 100032 100006 100079 100088
g13-g95 66935 100018 3588 2989 3422 2560 2573
g13-g96 100000 100021 4526 3354 4587 3300 3416
g13-g97 53282 100024 666 866 700 1995 2098
g13-g98 100000 100020 70736 13494 66216 26533 26903
g13-g99 100000 100023 72360 13367 69637 26456 26134
g14-g100 100000 100017 100006 100007 100007 100109 100111
g14-g101 100000 100026 100006 100023 100007 100204 100203
g14-g102 100000 100035 100005 100030 100005 100201 100216
g14-g103 100000 100020 100004 100018 100003 100058 100051
g14-g104 100001 100051 100006 100045 100006 100008 100009
g14-g105 100000 100050 100007 100045 100006 100009 100009
g14-g106 100000 100083 100008 100082 100007 100025 100025
g14-g107 100001 100088 100006 100082 100007 100015 100015
g14-g108 100001 100105 100007 100096 100007 100019 100019
g14-g109 100001 100136 100015 100177 100014 100691 100748
g14-g110 100000 100114 100008 100151 100007 100056 100058
g14-g111 100000 100140 100010 100136 100010 100032 100031
g14-g112 100001 100190 55703 100330 55599 67026 66616
g14-g51 100000 100000 100003 100001 100003 100004 100004
g14-g52 100000 100000 100002 100002 100003 100006 100006
g14-g53 100000 100000 100002 100001 100003 100002 100002
g14-g54 100000 100000 100002 100002 100003 100005 100004
g14-g55 100000 100000 100002 100002 100003 100003 100003
