instance clique james-cpp-max kdown clique-par/t32 james-cpp-max-par/t32 kdown-par/t32 james-cpp-max-par/t4 james-cpp-max-par/t16 james-cpp-max-par/t32r kdown-par/t4 kdown-par/t16 kdown-par/t32r
mcs10_r02_s35_AB02 325924 339719 1000000 9861 84991 1000001 160333 93198 84410 1000000 1000000 1000001
mcs10_r02_s35_AB03 341430 378304 1000000 10451 84070 1000001 171392 96727 85365 1000000 1000000 1000001
mcs10_r02_s35_AB04 260437 313424 1000000 8113 69724 1000001 183312 79615 70406 1000000 1000000 1000001
mcs10_r02_s35_AB05 266713 336957 1000000 7931 83484 1000001 202223 94160 83583 1000000 1000000 1000001
mcs10_r02_s35_AB06 377822 454922 1000000 12330 119886 1000001 177114 97351 87165 1000000 1000000 1000001
mcs10_r02_s35_AB07 258626 286069 1000000 7935 61539 1000001 132357 67384 61352 1000000 1000000 1000001
mcs10_r02_s35_AB08 348933 411139 1000000 10515 92299 1000002 188618 103116 91267 1000000 1000000 1000001
mcs10_r02_s35_AB09 371073 397507 1000000 10854 90898 1000001 199392 103615 90962 1000000 1000000 1000002
mcs10_r02_s40_AB00 1000000 1000000 1000000 69747 435084 1000001 959196 479428 430775 1000000 1000000 1000001
mcs10_r02_s40_AB01 1000000 1000000 1000000 96098 465139 1000001 751231 388197 346137 1000000 1000000 1000001
mcs10_r02_s40_AB02 1000000 1000000 1000000 86503 725423 1000001 1000000 785839 721146 1000000 1000000 1000001
mcs10_r02_s40_AB03 1000000 1000000 1000000 105994 935637 1000001 1000000 1000001 971127 1000000 1000000 1000001
mcs10_r02_s40_AB04 1000000 1000000 1000000 100424 879627 1000001 1000000 967327 886288 1000000 1000000 1000001
mcs10_r02_s40_AB05 1000000 1000000 1000000 95177 917175 1000001 1000000 994532 910850 1000000 1000000 1000001
mcs10_r02_s40_AB06 1000000 1000000 1000000 150463 1000004 1000001 1000000 917193 826816 1000000 1000000 1000001
mcs10_r02_s40_AB07 1000000 1000000 1000000 95307 827458 1000001 1000000 894908 823946 1000000 1000000 1000002
mcs10_r02_s40_AB08 1000000 1000000 1000000 107678 776253 1000001 1000000 852804 763584 1000000 1000000 1000001
mcs10_r02_s40_AB09 1000000 1000000 1000000 84150 624653 1000001 1000000 714117 624021 1000000 1000000 1000001
mcs10_r02_s50_AB00 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB01 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB02 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB03 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB04 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB05 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB06 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000000 1000000 1000000 1000001
mcs10_r02_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB08 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs10_r02_s50_AB09 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b03_s15_AB00 12 1 15 11 7 22 2 3 5 12 11 22
mcs30_b03_s15_AB01 12 0 8 11 4 14 0 1 3 5 8 11
mcs30_b03_s15_AB02 15 1 39 19 7 30 2 4 5 15 21 21
mcs30_b03_s15_AB03 12 1 50 11 6 32 2 3 6 15 14 22
mcs30_b03_s15_AB04 11 1 36 20 7 32 2 3 5 22 15 27
mcs30_b03_s15_AB05 15 1 31 13 10 35 2 5 6 15 15 26
mcs30_b03_s15_AB06 11 1 30 16 13 45 3 5 6 20 21 27
mcs30_b03_s15_AB07 9 1 15 13 6 20 0 2 3 8 8 14
mcs30_b03_s15_AB08 5 0 23 14 8 35 2 3 6 15 15 24
mcs30_b03_s15_AB09 10 1 13 17 6 17 1 2 4 4 7 13
mcs30_b03_s20_AB00 168 3 249 54 7 124 5 7 6 146 143 134
mcs30_b03_s20_AB01 110 8 375 38 8 87 7 6 8 106 61 87
mcs30_b03_s20_AB02 149 15 308 35 8 146 9 8 10 176 122 142
mcs30_b03_s20_AB03 207 7 429 49 8 105 5 6 9 132 93 82
mcs30_b03_s20_AB04 115 5 325 41 8 100 6 7 7 113 82 84
mcs30_b03_s20_AB05 95 10 501 49 9 222 8 8 8 386 284 186
mcs30_b03_s20_AB06 190 5 222 48 10 139 4 5 8 137 107 84
mcs30_b03_s20_AB07 91 7 160 48 11 70 4 5 8 47 37 52
mcs30_b03_s20_AB08 29 4 187 43 10 84 3 5 5 80 36 53
mcs30_b03_s20_AB09 38 7 269 39 11 140 6 8 9 139 112 89
mcs30_b03_s25_AB00 5487 41 4509 293 14 561 38 13 11 709 533 483
mcs30_b03_s25_AB01 7959 19 2138 398 11 219 11 10 12 761 324 233
mcs30_b03_s25_AB02 2336 73 2819 225 20 799 64 27 15 1290 634 763
mcs30_b03_s25_AB03 13045 53 1259 806 9 422 21 9 10 946 484 394
mcs30_b03_s25_AB04 1783 11 239 213 9 126 9 8 10 165 106 83
mcs30_b03_s25_AB05 3900 76 2348 244 13 617 38 13 12 957 551 651
mcs30_b03_s25_AB06 13548 54 1807 561 12 497 32 15 13 719 512 450
mcs30_b03_s25_AB07 1998 68 1504 185 16 682 21 12 10 970 542 596
mcs30_b03_s25_AB08 994 102 2899 119 12 580 35 18 13 1139 518 539
mcs30_b03_s25_AB09 4440 28 2585 307 16 593 27 10 10 817 469 536
mcs30_b03_s30_AB00 157700 246 38651 6084 29 3976 125 58 27 5763 2623 3752
mcs30_b03_s30_AB01 161786 354 29049 5414 33 5491 198 57 33 7505 3431 5415
mcs30_b03_s30_AB02 97358 968 44928 3442 60 5659 481 115 62 21455 6214 5968
mcs30_b03_s30_AB03 84326 399 4886 2803 13 1149 115 23 19 3406 1038 1150
mcs30_b03_s30_AB04 36077 137 6075 1335 12 1284 98 15 13 2318 1091 1148
mcs30_b03_s30_AB05 8731 446 12322 519 73 8950 288 109 78 8446 8896 8688
mcs30_b03_s30_AB06 493339 2002 218404 15402 130 17647 851 215 125 34786 15503 15548
mcs30_b03_s30_AB07 40959 342 7862 1287 17 2270 134 29 23 6385 2141 2372
mcs30_b03_s30_AB08 392303 209 14250 12368 21 2189 143 39 31 4587 2140 2262
mcs30_b03_s30_AB09 843569 133 9226 26272 30 1792 152 31 33 3922 1512 1729
mcs30_b03_s35_AB00 1000000 1084 112247 293131 121 18350 742 192 84 58195 17131 17692
mcs30_b03_s35_AB01 1000000 2482 118001 144815 187 18172 850 220 133 35347 14212 15827
mcs30_b03_s35_AB02 1000000 1427 26616 666658 117 9170 596 163 112 20886 9174 10018
mcs30_b03_s35_AB03 1000000 2551 325268 295035 133 13125 701 267 139 52609 14693 13494
mcs30_b03_s35_AB04 1000000 1258 275222 1000003 117 19569 633 233 110 57943 16345 18277
mcs30_b03_s35_AB05 1000000 1763 275210 83074 151 21246 569 260 164 49878 19203 23765
mcs30_b03_s35_AB06 1000000 1189 72984 412395 153 16061 527 161 114 39621 14936 14578
mcs30_b03_s35_AB07 1000000 1831 134380 692332 213 19704 863 293 205 47605 17096 21245
mcs30_b03_s35_AB08 1000000 752 62653 1000003 82 8715 459 110 82 18751 7284 8511
mcs30_b03_s35_AB09 1000000 1026 101870 437747 125 33756 743 203 139 55298 29833 33614
mcs30_b03_s40_AB00 1000000 26363 1000000 1000003 8693 259959 14543 9153 8557 787914 256958 273050
mcs30_b03_s40_AB01 1000000 15232 1000000 1000003 1178 196889 5599 1551 919 372199 155595 193864
mcs30_b03_s40_AB02 1000000 17524 1000000 1000003 1345 117301 7233 2032 1481 376566 107174 119956
mcs30_b03_s40_AB03 1000000 17849 640095 1000003 743 111325 6511 1340 688 323678 137726 100161
mcs30_b03_s40_AB04 1000000 8725 993358 1000003 898 171968 4063 1191 959 356296 171024 181949
mcs30_b03_s40_AB05 1000000 20070 778344 1000003 932 110450 5060 1989 931 323319 114950 119508
mcs30_b03_s40_AB06 1000000 10284 1000000 1000003 1185 144467 5133 1480 1029 484809 135256 138506
mcs30_b03_s40_AB07 1000000 18526 1000000 1000002 1472 107312 3619 1899 1309 616669 138983 111402
mcs30_b03_s40_AB08 1000000 9748 866377 1000003 920 187909 2798 993 652 301473 153968 190738
mcs30_b03_s40_AB09 1000000 12234 839009 1000002 789 218343 5414 1475 967 314377 198664 212964
mcs30_b03_s50_AB00 1000000 385532 1000000 1000004 19888 1000001 113116 32142 22791 1000000 1000000 1000001
mcs30_b03_s50_AB01 1000001 1000000 1000000 1000004 60208 1000001 369038 77504 59376 1000000 1000000 1000001
mcs30_b03_s50_AB02 1000000 468542 1000000 1000004 34718 1000001 257602 54769 36808 1000000 1000000 1000001
mcs30_b03_s50_AB03 1000000 772198 1000000 1000004 89475 1000001 216951 108597 92140 1000000 1000000 1000001
mcs30_b03_s50_AB04 1000000 989953 1000000 1000004 72632 1000001 341236 130270 78700 1000000 1000000 1000001
mcs30_b03_s50_AB05 1000000 589137 1000000 1000003 24054 1000002 247288 40197 24816 1000000 1000000 1000001
mcs30_b03_s50_AB06 1000001 1000000 1000000 1000004 1000002 1000001 1000000 1000001 971348 1000000 1000000 1000001
mcs30_b03_s50_AB07 1000000 1000000 1000000 1000004 60911 1000001 560772 153045 62987 1000000 1000000 1000001
mcs30_b03_s50_AB08 1000000 1000000 1000000 1000003 150184 1000001 941731 215804 161592 1000000 1000000 1000001
mcs30_b03_s50_AB09 1000001 967287 1000000 1000004 82358 1000001 353538 117535 83097 1000000 1000000 1000001
mcs30_b03m_s15_AB00 8 0 6 16 7 21 1 3 5 7 11 18
mcs30_b03m_s15_AB01 11 0 25 18 10 36 2 5 8 13 16 25
mcs30_b03m_s15_AB02 13 1 13 19 9 33 1 4 7 11 15 23
mcs30_b03m_s15_AB03 10 0 19 13 8 27 1 4 7 14 14 17
mcs30_b03m_s15_AB04 22 0 70 21 11 34 2 3 6 13 14 17
mcs30_b03m_s15_AB05 10 0 10 17 7 21 1 3 5 7 8 14
mcs30_b03m_s15_AB06 11 1 31 14 8 41 2 4 7 18 19 24
mcs30_b03m_s15_AB07 4 0 11 17 6 29 1 3 7 7 11 18
mcs30_b03m_s15_AB08 15 1 14 17 11 38 2 5 8 14 15 23
mcs30_b03m_s15_AB09 5 0 15 16 8 31 1 3 6 13 14 21
mcs30_b03m_s20_AB00 142 3 126 28 6 46 3 5 8 98 38 51
mcs30_b03m_s20_AB01 51 10 93 25 8 64 4 5 9 66 41 56
mcs30_b03m_s20_AB02 40 5 500 31 11 77 5 6 10 68 46 55
mcs30_b03m_s20_AB03 182 19 240 45 8 113 8 9 11 168 103 125
mcs30_b03m_s20_AB04 273 8 181 43 11 111 7 9 15 135 126 99
mcs30_b03m_s20_AB05 114 7 297 48 13 105 7 8 11 92 66 72
mcs30_b03m_s20_AB06 50 4 352 46 12 80 5 6 11 80 45 47
mcs30_b03m_s20_AB07 49 4 73 51 12 66 4 8 11 49 31 39
mcs30_b03m_s20_AB08 93 7 191 44 12 105 6 8 11 88 84 68
mcs30_b03m_s20_AB09 180 12 193 55 10 160 5 8 10 129 114 84
mcs30_b03m_s25_AB00 6675 23 993 374 11 181 12 10 13 438 133 146
mcs30_b03m_s25_AB01 1120 45 2056 161 11 456 18 13 18 862 426 436
mcs30_b03m_s25_AB02 3312 61 1265 267 13 546 37 16 19 822 488 490
mcs30_b03m_s25_AB03 6908 97 3078 422 9 659 46 16 16 1361 694 656
mcs30_b03m_s25_AB04 1022 84 1366 151 11 718 26 13 15 707 497 559
mcs30_b03m_s25_AB05 358 31 2378 90 15 1183 38 22 24 910 743 975
mcs30_b03m_s25_AB06 14019 33 2566 580 10 710 42 18 20 1136 819 691
mcs30_b03m_s25_AB07 15991 61 2348 713 12 709 34 17 17 1088 469 654
mcs30_b03m_s25_AB08 102666 224 35299 8158 12 2989 87 31 21 3087 2471 4198
mcs30_b03m_s25_AB09 1812 48 1403 183 10 674 30 13 18 723 535 487
mcs30_b03m_s30_AB00 106108 228 10797 3208 22 1779 124 33 34 4262 1790 1792
mcs30_b03m_s30_AB01 36524 171 9465 1283 24 2184 88 39 31 3400 1899 2122
mcs30_b03m_s30_AB02 39020 240 13266 1572 39 2718 281 60 45 7475 2647 2673
mcs30_b03m_s30_AB03 100321 402 30246 3327 30 4078 193 60 53 12833 4956 4251
mcs30_b03m_s30_AB04 316094 298 16352 8477 35 4307 209 76 60 5436 2731 4104
mcs30_b03m_s30_AB05 422988 585 10493 9594 21 2575 129 52 46 7523 2847 2755
mcs30_b03m_s30_AB06 83778 366 14333 2044 22 1988 93 37 26 5076 2232 1907
mcs30_b03m_s30_AB07 120984 205 16278 3648 36 6391 196 62 54 7151 3799 6401
mcs30_b03m_s30_AB08 221006 197 16538 6940 30 2628 193 46 49 5070 2180 2646
mcs30_b03m_s30_AB09 249172 235 10977 7596 29 2410 152 50 39 3957 2126 2376
mcs30_b03m_s35_AB00 1000000 1742 69008 172233 88 10917 691 186 141 22901 8473 10332
mcs30_b03m_s35_AB01 1000000 1765 402609 231691 107 37772 522 152 109 59840 21632 31654
mcs30_b03m_s35_AB02 1000000 539 18524 130952 32 4060 150 48 81 6861 2661 3448
mcs30_b03m_s35_AB03 1000000 2144 108104 1000003 143 16182 834 245 168 35156 15768 16627
mcs30_b03m_s35_AB04 1000000 1921 130712 1000002 168 35694 870 385 189 59751 38245 43599
mcs30_b03m_s35_AB05 1000000 5906 410338 1000003 224 30527 2321 506 252 99060 31582 29632
mcs30_b03m_s35_AB06 1000000 2082 71953 170504 70 10218 536 166 85 18405 8001 10119
mcs30_b03m_s35_AB07 1000000 1423 165616 201660 184 35887 1002 280 219 82741 30938 35801
mcs30_b03m_s35_AB08 1000000 1989 52772 128572 130 8615 1092 279 145 17258 7940 8775
mcs30_b03m_s35_AB09 1000000 3906 521024 142003 171 19509 1207 309 210 91563 19875 19341
mcs30_b03m_s40_AB00 1000000 4659 144948 1000003 371 48763 1633 813 523 52366 33298 54961
mcs30_b03m_s40_AB01 1000000 34495 1000000 1000003 1923 233215 11182 2736 1718 580330 181399 201698
mcs30_b03m_s40_AB02 1000000 16848 1000000 1000003 1435 285010 6437 2011 1584 544963 211067 271097
mcs30_b03m_s40_AB03 1000000 7112 212735 1000003 455 48865 3042 947 604 142880 42683 48650
mcs30_b03m_s40_AB04 1000000 16923 908128 1000003 1143 136299 7213 1589 1235 365134 121993 122683
mcs30_b03m_s40_AB05 1000000 22577 1000000 1000003 3331 322565 14276 5668 3653 698210 314181 346996
mcs30_b03m_s40_AB06 1000000 18813 1000000 1000004 1844 164279 7369 2659 1584 297198 117484 147846
mcs30_b03m_s40_AB07 1000000 29084 1000000 1000003 1683 332532 10761 2606 1708 696594 376486 345214
mcs30_b03m_s40_AB08 1000000 13860 960778 1000003 904 128485 4933 1435 926 317774 100495 127668
mcs30_b03m_s40_AB09 1000000 17880 1000000 1000003 6915 150461 10065 7334 6772 379637 138525 139757
mcs30_b03m_s50_AB00 1000001 582242 1000000 1000003 36045 1000001 215832 53135 37418 1000000 1000000 1000001
mcs30_b03m_s50_AB01 1000000 1000000 1000000 1000005 39827 1000001 234012 34498 14093 1000000 1000000 1000001
mcs30_b03m_s50_AB02 1000000 865263 1000000 1000004 67769 1000001 297788 89254 61662 1000000 1000000 1000001
mcs30_b03m_s50_AB03 1000000 1000000 1000000 1000003 106782 1000001 412055 112773 71947 1000000 1000001 1000001
mcs30_b03m_s50_AB04 1000000 1000000 1000000 1000004 89882 1000001 429786 139067 82304 1000000 1000000 1000001
mcs30_b03m_s50_AB05 1000000 448475 1000000 1000003 122241 1000001 185447 161865 112424 1000000 1000000 1000001
mcs30_b03m_s50_AB06 1000000 997177 1000000 1000004 37085 1000001 210737 48899 29579 1000000 1000000 1000001
mcs30_b03m_s50_AB07 1000000 1000000 1000000 1000004 94497 1000001 412671 129741 92468 1000000 1000000 1000001
mcs30_b03m_s50_AB08 1000000 1000000 1000000 1000003 261679 1000001 1000000 372200 173993 1000000 1000000 1000001
mcs30_b03m_s50_AB09 1000000 872254 1000000 1000003 258227 1000002 347421 265226 267980 1000000 1000000 1000001
mcs30_b06_s25_AB00 3708 193 15634 261 44 3058 139 64 56 6144 2412 2988
mcs30_b06_s25_AB01 1769 233 8394 134 31 2125 97 50 47 3286 1724 2112
mcs30_b06_s25_AB02 2671 185 13428 188 29 2212 124 46 44 3620 1981 2358
mcs30_b06_s25_AB03 3924 231 15462 238 34 2587 145 60 53 4461 1961 2511
mcs30_b06_s25_AB04 4104 268 10265 259 37 2579 139 55 50 5020 2467 2591
mcs30_b06_s25_AB05 4038 300 12015 248 26 2801 119 52 44 4010 1895 2545
mcs30_b06_s25_AB06 3174 256 12790 219 44 2077 138 57 46 3560 1696 2112
mcs30_b06_s25_AB07 4210 198 11646 244 31 2469 128 55 52 3008 1660 2327
mcs30_b06_s25_AB08 5647 565 36276 308 67 4770 277 131 88 9671 3963 5052
mcs30_b06_s25_AB09 1921 114 5239 143 18 1420 48 25 30 2346 1006 1411
mcs30_b06_s30_AB00 361049 3853 193013 11569 670 32790 1850 877 765 71137 29659 32288
mcs30_b06_s30_AB01 243776 3313 128117 7507 371 23285 1210 551 381 48947 20415 21518
mcs30_b06_s30_AB02 57312 2504 189872 1730 457 52222 1369 580 441 90204 40215 57080
mcs30_b06_s30_AB03 84552 1600 212489 2820 195 20267 899 299 259 45329 15890 20656
mcs30_b06_s30_AB04 118708 3016 123975 3862 256 20025 1608 456 318 52648 18190 19230
mcs30_b06_s30_AB05 428881 5104 319698 13577 1287 41044 2488 1604 1453 97432 38458 43399
mcs30_b06_s30_AB06 91791 1388 57869 3201 240 8975 744 298 269 18473 8330 8216
mcs30_b06_s30_AB07 75206 2682 120736 2521 544 21931 1707 660 570 46614 18102 21464
mcs30_b06_s30_AB08 32452 3620 300293 1246 667 41593 2027 894 679 102896 40702 41061
mcs30_b06_s30_AB09 105491 866 66704 3448 128 10573 402 209 184 26460 10127 10660
mcs30_b06_s35_AB00 1000000 64552 1000000 494157 16951 569813 34682 18716 16508 1000000 522219 590576
mcs30_b06_s35_AB01 1000000 76987 1000000 1000003 26984 585086 40513 21365 20903 1000000 524402 553941
mcs30_b06_s35_AB02 1000000 31609 1000000 171382 2732 300060 10842 3901 2844 759194 262873 320175
mcs30_b06_s35_AB03 1000000 89122 1000000 535462 21513 827538 49233 23933 21852 1000000 829107 790360
mcs30_b06_s35_AB04 1000000 57081 1000000 1000002 17688 459171 33778 19168 16987 681565 461477 460685
mcs30_b06_s35_AB05 1000000 34016 1000000 200685 4083 408011 13588 5552 4616 1000000 414599 435558
mcs30_b06_s35_AB06 1000000 49637 1000000 364328 10066 563383 19685 10701 7484 1000000 493339 516540
mcs30_b06_s35_AB07 1000000 29984 1000000 406037 4139 329071 13875 5411 3952 708056 294237 338743
mcs30_b06_s35_AB08 1000000 15497 1000000 109785 1908 142682 7999 2644 2106 327422 123748 148347
mcs30_b06_s35_AB09 1000000 44090 1000000 332296 8188 386907 24767 9465 8254 880319 319258 392370
mcs30_b06_s40_AB00 1000000 190717 1000000 1000003 37877 1000001 100069 40430 37630 1000000 1000000 1000001
mcs30_b06_s40_AB01 1000000 1000000 1000000 1000003 396866 1000001 728115 352766 288636 1000000 1000000 1000001
mcs30_b06_s40_AB02 1000000 197566 1000000 1000003 31820 1000001 86980 38013 30951 1000000 1000000 1000001
mcs30_b06_s40_AB03 1000000 268953 1000000 1000003 41112 1000001 127311 50449 42479 1000000 1000000 1000001
mcs30_b06_s40_AB04 1000000 345326 1000000 1000003 34847 1000002 125280 50003 35603 1000000 1000000 1000001
mcs30_b06_s40_AB05 1000000 738942 1000000 1000003 182256 1000001 461113 198768 175149 1000000 1000000 1000001
mcs30_b06_s40_AB06 1000000 772202 1000000 1000004 171977 1000001 263548 141699 120896 1000000 1000000 1000001
mcs30_b06_s40_AB07 1000000 776613 1000000 1000002 226882 1000001 405363 252791 227610 1000000 1000000 1000001
mcs30_b06_s40_AB08 1000000 166499 1000000 1000003 22276 1000001 76277 30752 25267 1000000 1000000 1000001
mcs30_b06_s40_AB09 1000000 256231 1000000 1000003 43707 1000001 104416 52393 42577 1000000 1000000 1000001
mcs30_b06_s50_AB00 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB01 1000000 1000000 1000000 1000005 1000001 1000002 1000000 1000001 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB02 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB03 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB04 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB05 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB06 1000000 1000000 1000000 1000005 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000002
mcs30_b06_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB08 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06_s50_AB09 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_b06m_s25_AB00 3819 495 15931 232 47 3283 219 65 38 6895 2636 3188
mcs30_b06m_s25_AB01 7253 490 17349 333 74 2754 218 87 68 6349 2515 2601
mcs30_b06m_s25_AB02 3848 285 23912 224 51 2162 134 55 44 3952 1618 2176
mcs30_b06m_s25_AB03 1782 171 19473 137 30 2347 89 34 44 3911 1715 2495
mcs30_b06m_s25_AB04 2005 208 8244 160 33 1824 125 57 44 3638 1594 1663
mcs30_b06m_s25_AB05 4429 379 15416 250 43 2974 237 80 47 7950 2807 3097
mcs30_b06m_s25_AB06 2610 467 16569 181 55 3402 245 71 51 6288 2668 3299
mcs30_b06m_s25_AB07 3395 237 14876 221 33 3165 143 54 45 5858 2517 3318
mcs30_b06m_s25_AB08 3536 251 7975 233 29 1919 178 49 43 4420 1831 1851
mcs30_b06m_s25_AB09 4294 464 9215 223 46 4069 271 80 56 5195 3453 3972
mcs30_b06m_s30_AB00 187331 3184 97782 6091 295 25590 1718 417 326 64245 22025 23933
mcs30_b06m_s30_AB01 612026 9244 403161 19546 1871 69738 3753 1762 1633 130992 59241 64354
mcs30_b06m_s30_AB02 34961 1632 55271 1244 240 15845 822 302 234 20061 12720 15994
mcs30_b06m_s30_AB03 307159 7248 373372 9823 926 62695 3835 1352 1160 141203 57403 60316
mcs30_b06m_s30_AB04 91809 1840 71623 3132 287 16712 791 367 280 38255 14348 15570
mcs30_b06m_s30_AB05 121377 2589 165780 4140 342 21033 1119 435 366 63941 22645 22863
mcs30_b06m_s30_AB06 65087 3173 266934 2150 334 22509 1085 405 321 37607 17334 20625
mcs30_b06m_s30_AB07 60290 3171 168289 1926 332 24667 1577 487 419 76826 24423 24948
mcs30_b06m_s30_AB08 71255 3472 85517 2330 346 25420 1745 538 352 43229 22619 25098
mcs30_b06m_s30_AB09 206459 4990 239674 6679 895 41885 2272 1001 898 92215 37282 41593
mcs30_b06m_s35_AB00 1000000 61217 1000000 343069 7272 598608 22371 7528 4961 1000000 533022 523915
mcs30_b06m_s35_AB01 1000000 106031 1000000 943198 26821 842155 43576 22105 19977 1000000 758481 819590
mcs30_b06m_s35_AB02 1000000 62209 1000000 434436 14423 600209 38732 16449 14525 1000000 546421 592834
mcs30_b06m_s35_AB03 1000000 20572 1000000 220732 3443 375488 10037 4711 3518 785923 329677 392632
mcs30_b06m_s35_AB04 1000000 35335 1000000 598435 5257 336985 16105 7409 5411 813503 302079 340093
mcs30_b06m_s35_AB05 1000000 61833 1000000 356835 9306 557635 25214 11889 9621 1000000 610978 551319
mcs30_b06m_s35_AB06 1000000 91685 1000000 602660 9564 742594 29540 10398 8576 1000000 643891 671093
mcs30_b06m_s35_AB07 1000000 82795 1000000 1000003 18391 876667 41503 20773 18140 1000000 881037 892897
mcs30_b06m_s35_AB08 1000000 32380 1000000 542666 4039 252096 14138 5543 4177 791499 257455 247541
mcs30_b06m_s35_AB09 1000000 115250 1000000 636660 14477 859393 57495 17305 14736 1000000 810437 843128
mcs30_b06m_s40_AB00 1000000 1000000 1000000 1000003 148639 1000001 605559 187225 145122 1000000 1000000 1000001
