instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs70_m3Dr4_s40_AB09 100000 100000 100000 100002 100003 100004 100007 100005 10713 5075 4960 100000 100000 100001 100003 100007 100001 100002 100001 100002 100003 4904
mcs70_m3Dr6_s35_AB00 100000 7002 82262 100002 100002 100004 52363 100004 276 238 284 33462 18046 12957 12845 15800 100001 8377 100001 7245 12965 257
mcs70_m3Dr6_s35_AB01 100000 45051 68727 100002 100003 100004 82156 100004 5888 2999 644 27950 15636 12138 14864 12875 100000 7192 100001 6358 14682 118
mcs70_m3Dr6_s35_AB02 100000 17949 34517 100002 68076 47154 47025 47183 101 91 118 11339 6844 5738 5620 5189 55729 3931 55784 2429 5447 154
mcs70_m3Dr6_s35_AB03 100000 224 51656 100002 46728 17958 18010 17970 68 49 53 22203 12794 9355 11672 13002 29442 6606 29353 6421 11002 52
mcs70_m3Dr6_s35_AB04 100000 936 57277 100002 100003 100004 100006 100004 1306 1412 206 14707 8716 6383 5829 5954 100001 6636 100000 4320 5727 52
mcs70_m3Dr6_s35_AB05 100000 491 73273 100002 84921 57414 60588 57592 163 142 110 29423 16668 11020 12721 12724 65809 8430 66148 6988 13177 104
mcs70_m3Dr6_s35_AB06 100000 6783 59247 100002 72822 47129 52260 47136 881 132 131 27137 15938 12870 14385 15933 54549 6600 51146 6317 13606 131
mcs70_m3Dr6_s35_AB07 100000 4810 57005 78012 40837 29373 34183 29367 418 329 376 19440 12064 8295 8552 7283 30026 5356 29729 6505 8298 401
mcs70_m3Dr6_s35_AB08 100000 554 31662 100002 100003 100004 100006 100004 285 176 215 11050 7279 4988 4914 5575 100001 4000 100000 3718 5392 205
mcs70_m3Dr6_s35_AB09 100000 799 35201 100002 66414 40071 44302 39922 1951 1275 713 13048 7960 5966 7189 8319 53405 4184 57907 4220 7666 742
mcs70_m3Dr6_s40_AB00 100000 47669 100000 100003 100003 100005 100007 100005 31429 19663 12660 100000 100000 100001 100002 100007 100000 100002 100000 100002 100003 12647
mcs70_m3Dr6_s40_AB01 100000 100000 100000 100003 100003 100004 100008 100005 37494 27750 21239 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 20013
mcs70_m3Dr6_s40_AB02 100000 100000 100000 100003 100004 100005 100007 100004 26636 15051 6763 100000 100000 100001 100003 100006 100001 83440 100000 85893 100002 2391
mcs70_m3Dr6_s40_AB03 100000 100000 100000 100004 100003 100005 100007 100005 28599 5412 4976 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 24110
mcs70_m3Dr6_s40_AB04 100000 86899 100000 100003 100003 100005 100006 100005 20920 15223 12400 100000 100000 100001 100003 100007 100001 100002 100000 100002 100002 12635
mcs70_m3Dr6_s40_AB05 100000 52800 100000 100003 100004 100004 100007 100005 28915 32446 15698 100000 100000 100001 100003 100006 100001 100002 100001 100002 100003 16825
mcs70_m3Dr6_s40_AB06 100000 100000 100000 100003 100004 100005 100007 100005 74190 59930 30717 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 31756
mcs70_m3Dr6_s40_AB07 100000 100000 100000 100003 100003 100005 100006 100005 72426 46723 23555 100000 100000 100001 100002 100007 100000 100002 100001 100002 100002 11092
mcs70_m3Dr6_s40_AB08 100000 100000 100000 100002 100003 100005 100005 100004 18256 12918 12328 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 13145
mcs70_m3Dr6_s40_AB09 100000 95089 100000 100003 100004 100005 100006 100004 100000 72218 44813 100000 100000 100001 100002 100007 100001 100001 100001 100002 100002 45589
mcs70_m4D_s25_AB00 2046 189 4064 273 177 157 179 152 30 13 12 2162 1028 1077 2852 3775 207 453 208 479 2991 14
mcs70_m4D_s25_AB01 2462 59 1685 344 208 167 181 176 8 9 11 612 438 498 772 605 231 252 224 208 728 10
mcs70_m4D_s25_AB02 4670 17 1260 587 334 287 313 282 7 7 12 981 973 781 694 881 395 214 396 254 688 12
mcs70_m4D_s25_AB03 2642 16 3057 349 219 190 196 198 5 5 10 637 451 433 473 627 244 232 249 181 467 9
mcs70_m4D_s25_AB04 7981 40 1793 951 514 419 468 417 8 7 10 1071 693 410 688 763 609 329 623 253 758 10
mcs70_m4D_s25_AB05 8223 31 1130 1078 607 490 528 492 8 9 11 670 322 266 430 528 716 146 709 153 412 10
mcs70_m4D_s25_AB06 1436 20 458 235 171 146 166 146 7 6 9 331 134 166 185 268 184 66 172 91 189 10
mcs70_m4D_s25_AB07 4090 17 2264 561 319 265 304 264 5 5 11 625 303 347 328 378 384 147 397 182 295 9
mcs70_m4D_s25_AB08 3661 18 452 500 300 231 228 230 7 7 9 598 318 254 214 196 324 138 328 161 186 8
mcs70_m4D_s25_AB09 7640 21 5807 975 558 491 483 492 12 9 14 833 605 658 738 701 637 318 678 491 684 14
mcs70_m4Dr2_s25_AB00 5247 172 2899 674 403 314 328 316 19 11 14 4133 1597 1467 1273 1291 461 449 466 427 1326 14
mcs70_m4Dr2_s25_AB01 3942 45 2680 553 321 277 303 277 11 9 12 1591 929 790 1139 979 381 428 398 431 1173 12
mcs70_m4Dr2_s25_AB02 12572 74 4654 1465 777 619 692 609 16 12 13 3397 2051 2154 1731 2097 1003 594 1004 811 1833 11
mcs70_m4Dr2_s25_AB03 4429 100 3301 584 371 280 320 279 13 11 13 1849 873 731 1215 1501 422 467 415 444 1326 12
mcs70_m4Dr2_s25_AB04 5504 61 6416 736 410 338 364 341 15 15 16 2875 1494 1232 1648 1430 495 433 500 445 1595 15
mcs70_m4Dr2_s25_AB05 10179 100 4208 1314 706 570 632 576 22 17 21 2842 1583 1390 2312 1802 876 562 864 745 2279 22
mcs70_m4Dr2_s25_AB06 20041 170 7682 2540 1350 1096 1138 1093 48 32 25 4884 4083 4008 3329 3191 1919 907 1906 997 3561 28
mcs70_m4Dr2_s25_AB07 5768 84 5254 712 408 332 379 327 18 16 15 3438 2801 1856 2489 3632 479 1216 483 1303 2627 16
mcs70_m4Dr2_s25_AB08 15215 58 10611 1959 1089 865 907 859 21 12 14 1824 1301 1451 1129 1320 1352 726 1381 728 1160 14
mcs70_m4Dr2_s25_AB09 2626 14 2418 361 212 183 200 186 8 9 12 526 312 393 785 817 248 263 246 223 762 13
mcs70_m4Dr4_s25_AB00 3631 39 6359 500 299 253 258 239 17 16 20 1701 1468 921 1270 1521 386 803 351 707 1329 21
mcs70_m4Dr4_s25_AB01 3847 135 5348 519 309 259 287 248 31 18 22 5476 2643 1723 2899 2732 391 825 409 1034 2796 23
mcs70_m4Dr4_s25_AB02 7540 131 2922 949 496 376 404 381 26 20 19 2751 1282 1007 1151 1379 656 278 626 351 1168 20
mcs70_m4Dr4_s25_AB03 3745 47 5768 463 313 264 264 255 17 16 20 2103 1714 1212 1582 1531 349 757 348 824 1556 20
mcs70_m4Dr4_s25_AB04 7746 38 5656 1083 618 484 544 495 14 14 18 1106 901 706 872 840 714 552 693 491 864 18
mcs70_m4Dr4_s25_AB05 5640 135 5899 745 430 352 380 342 33 21 24 3802 2332 1768 1940 1998 574 695 523 658 2030 24
mcs70_m4Dr4_s25_AB06 10596 98 3759 1348 718 609 614 596 24 20 22 1915 1490 928 1348 1472 977 497 985 501 1309 22
mcs70_m4Dr4_s25_AB07 6264 50 6200 796 446 367 390 360 13 10 14 2272 1141 759 1372 1283 531 699 533 460 1563 13
mcs70_m4Dr4_s25_AB08 3341 15 2827 368 251 207 228 211 5 8 11 868 484 320 407 585 313 324 303 235 451 12
mcs70_m4Dr4_s25_AB09 6612 116 6645 892 479 407 449 400 31 24 24 4243 2136 1855 2890 2784 626 709 624 739 2688 24
mcs70_m4Dr6_s25_AB00 4187 124 11410 592 362 279 315 287 33 29 24 4077 2690 2264 2697 2009 432 1723 412 1774 2719 26
mcs70_m4Dr6_s25_AB01 1791 54 7998 277 170 150 156 150 17 15 22 2331 1459 1156 1360 1311 195 911 198 938 1369 19
mcs70_m4Dr6_s25_AB02 4336 144 12806 562 293 265 268 259 31 24 25 3894 1834 1981 3909 3680 394 1609 394 1713 3957 28
mcs70_m4Dr6_s25_AB03 5255 77 5458 675 381 320 357 315 27 20 21 3048 1773 1644 1844 1922 481 566 505 777 1865 20
mcs70_m4Dr6_s25_AB04 7391 96 4143 934 486 388 420 401 30 20 24 2566 1937 1715 1711 1593 620 709 616 818 1722 23
mcs70_m4Dr6_s25_AB05 2878 159 5961 417 240 208 226 208 46 29 27 4156 2086 1994 2722 2827 295 1110 288 832 2985 28
mcs70_m4Dr6_s25_AB06 2127 163 4752 303 185 150 165 146 44 21 23 2779 1562 1220 1963 3051 236 610 219 606 2032 25
mcs70_m4Dr6_s25_AB07 6641 67 9458 820 453 338 368 334 20 18 22 2201 1444 1136 1260 1216 575 1145 586 837 1221 21
mcs70_m4Dr6_s25_AB08 9960 128 15704 1278 705 541 564 536 36 26 28 4155 2389 2219 3389 3693 887 1207 883 1019 3349 27
mcs70_m4Dr6_s25_AB09 2138 77 15748 326 195 174 188 175 23 20 22 3707 2280 1775 2214 1980 244 1409 229 1132 2158 23
mcs70_r005_s20_AB00 247 2 146 56 44 45 50 48 2 3 7 230 119 68 96 132 61 50 51 46 102 7
mcs70_r005_s20_AB01 31 0 52 26 26 28 29 27 1 3 6 36 26 26 40 65 44 49 38 32 42 6
mcs70_r005_s20_AB02 121 3 100 39 38 39 34 38 3 5 9 68 45 54 71 101 52 37 50 33 70 10
mcs70_r005_s20_AB03 43 2 114 27 27 29 33 29 2 4 8 97 46 57 88 110 37 40 58 39 84 7
mcs70_r005_s20_AB04 40 22 216 27 28 29 30 30 7 8 11 400 160 90 94 129 54 39 57 40 94 10
mcs70_r005_s20_AB05 71 1 195 27 31 30 30 30 2 4 6 35 28 35 46 73 34 21 45 21 46 7
mcs70_r005_s20_AB06 49 0 21 27 30 33 33 33 1 2 6 23 11 11 19 35 54 13 71 51 19 7
mcs70_r005_s20_AB07 186 4 249 50 42 42 44 43 3 5 9 136 84 68 114 160 45 74 75 39 110 9
mcs70_r005_s20_AB08 66 3 87 29 31 32 34 30 3 5 9 62 38 38 59 96 52 43 40 73 58 9
mcs70_r005_s20_AB09 96 3 430 28 30 35 32 30 3 4 7 58 39 44 63 78 45 51 45 44 55 10
mcs70_r005_s25_AB00 1425 57 587 239 147 128 121 125 9 9 12 512 333 302 378 403 185 100 187 102 367 14
mcs70_r005_s25_AB01 18569 107 1999 1759 802 574 481 570 13 12 14 2076 1037 753 688 840 996 478 993 355 714 15
mcs70_r005_s25_AB02 991 10 207 178 129 125 161 119 5 7 10 210 106 96 163 212 150 82 143 71 159 11
mcs70_r005_s25_AB03 3272 19 1040 451 279 222 245 228 8 9 14 721 382 348 459 620 281 224 289 181 461 14
mcs70_r005_s25_AB04 2240 45 2282 324 196 174 182 168 7 10 9 1416 885 821 1114 680 204 501 202 489 1076 12
mcs70_r005_s25_AB05 1613 17 2425 369 231 211 215 218 13 14 14 1410 1183 931 940 1503 281 544 258 293 921 12
mcs70_r005_s25_AB06 5310 10 2046 769 521 414 432 410 6 6 12 884 480 404 704 739 548 350 556 295 739 11
mcs70_r005_s25_AB07 9483 9 746 1258 684 564 580 559 5 6 10 648 311 281 375 390 839 120 825 137 384 11
mcs70_r005_s25_AB08 846 10 3227 164 117 115 132 118 11 9 15 921 549 502 792 649 128 446 152 470 764 17
mcs70_r005_s25_AB09 1902 133 10244 277 206 164 184 160 22 17 18 2567 1514 1226 1424 1529 213 535 229 511 1433 16
mcs70_r005_s30_AB00 100001 176 6194 92838 48854 38903 41650 38913 25 17 20 2446 1394 1165 1399 1923 56440 809 57189 605 1392 19
mcs70_r005_s30_AB01 100000 589 29418 100001 54397 42647 42717 42661 118 65 50 19624 10215 7276 9022 9428 57208 3694 57177 3544 9648 57
mcs70_r005_s30_AB02 100000 246 18802 91587 40063 22810 23116 22846 74 45 48 15201 11717 6647 6052 8633 35303 4073 34929 3673 6479 42
mcs70_r005_s30_AB03 100000 497 4137 51885 4538 3231 3360 3226 57 36 23 9055 7385 4441 4814 5414 11827 1836 7593 2097 4753 26
mcs70_r005_s30_AB04 100000 127 3176 69682 34342 26347 24269 26258 61 45 26 5629 3274 2197 2255 1916 36347 547 36185 1046 2229 22
mcs70_r005_s30_AB05 16632 53 7426 2235 1329 1035 1018 1036 15 15 17 2206 1412 1074 1136 1303 1219 511 1231 546 1088 18
mcs70_r005_s30_AB06 100000 1799 100000 100002 61044 47567 47649 47632 530 341 302 46582 29854 24681 29793 36094 66668 10259 65822 9650 29483 300
mcs70_r005_s30_AB07 44418 163 25229 5398 2813 2167 2233 2167 30 20 22 4400 2520 1694 1816 2128 2587 948 2618 1012 1843 21
mcs70_r005_s30_AB08 100000 1022 53690 100001 100002 81838 81705 81811 213 126 83 35056 20925 14588 16721 18143 100000 7025 100001 7871 17251 89
mcs70_r005_s30_AB09 100000 611 48482 52084 23079 18004 18083 17993 127 73 84 22485 13064 9741 10707 13530 24329 4536 24207 4727 11437 84
mcs70_r005_s35_AB00 100000 6521 100000 100002 100003 100004 100007 100004 1232 666 348 100000 100000 100000 100003 100007 100001 20479 100001 16920 100003 364
mcs70_r005_s35_AB01 100000 4827 100000 100002 100003 100004 100007 100004 1083 652 454 100000 100000 100001 100002 100007 100000 57461 100001 57629 100002 524
mcs70_r005_s35_AB02 100000 2203 100000 100001 100003 100005 100005 100004 458 410 246 100000 60311 32895 34180 58142 100000 30072 100000 24362 35925 262
mcs70_r005_s35_AB03 100000 7841 100000 100003 100003 100004 100006 100004 2479 1415 1090 100000 100000 100001 94369 100007 100000 67372 100001 40038 91099 1112
mcs70_r005_s35_AB04 100000 32268 100000 100003 100002 100005 100006 100004 6529 3243 1373 100000 100000 100001 100003 100007 100000 100002 100001 100002 100003 2311
mcs70_r005_s35_AB05 100000 6514 100000 100002 100002 100004 100005 100004 1830 1264 876 100000 100000 100001 100002 100007 100000 57479 100001 68623 100003 867
mcs70_r005_s35_AB06 100000 3262 100000 100003 100002 100004 100007 100004 659 486 189 100000 92519 56086 38202 33029 100001 17215 100000 18140 37539 170
mcs70_r005_s35_AB07 100000 2069 100000 100003 100003 100004 100007 100005 740 463 344 100000 100000 87882 87497 68286 100001 59025 100001 58425 88875 345
mcs70_r005_s35_AB08 100000 10591 100000 100003 100002 100003 100005 100004 575 348 179 78345 64201 46098 50384 46084 100000 14530 100000 13763 55456 205
mcs70_r005_s35_AB09 100000 8347 100000 100002 100003 100004 100006 100004 1468 889 688 100000 100000 100001 100002 100006 100000 82788 100000 86275 100002 656
mcs70_r005_s40_AB00 100001 100000 100000 100003 100004 100005 100006 100005 53794 45507 43415 100000 100000 100001 100003 100007 100001 100001 100001 100002 100003 43857
mcs70_r005_s40_AB01 100000 100000 100000 100003 100004 100005 100008 100005 66280 40347 31213 100000 100000 100001 100002 100006 100001 100001 100001 100001 100002 31592
mcs70_r005_s40_AB02 100000 100000 100000 100003 100003 100004 100009 100005 49793 25370 18744 100000 100000 100001 100002 100007 100001 100001 100001 100002 100002 16167
mcs70_r005_s40_AB03 100001 96827 100000 100003 100003 100005 100007 100005 12526 7198 4945 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 4909
mcs70_r005_s40_AB04 100000 51549 100000 100003 100003 100005 100007 100004 7821 4889 3943 100000 100000 100001 100003 100007 100001 100001 100001 100001 100003 4069
mcs70_r005_s40_AB05 100000 17954 100000 100003 100003 100006 100006 100005 1725 1024 827 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 750
mcs70_r005_s40_AB06 100000 41831 100000 100003 100003 100004 100008 100005 9347 7025 6477 100000 100000 100001 100003 100007 100001 100002 100001 100002 100003 6096
mcs70_r005_s40_AB07 100000 64019 100000 100003 100003 100005 100008 100004 14443 7115 5968 100000 100000 100001 100002 100007 100001 100006 100001 100003 100002 6095
mcs70_r005_s40_AB08 100000 65064 100000 100004 100004 100004 100006 100004 10943 7081 5584 100000 100000 100001 100002 100007 100000 100002 100001 100002 100003 5455
mcs70_r005_s40_AB09 100000 94496 100000 100002 100003 100005 100007 100005 16342 11054 11888 100000 100000 100001 100002 100006 100001 100002 100001 100002 100003 9598
mcs70_r005_s50_AB00 100001 100000 100000 100004 100005 100006 100008 100006 100000 100001 100002 100000 100000 100001 100002 100007 100002 100003 100002 100003 100003 100002
mcs70_r005_s50_AB01 100001 100000 100000 100004 100005 100006 100008 100007 100000 100000 100002 100000 100000 100001 100002 100007 100002 100002 100002 100002 100002 100001
mcs70_r005_s50_AB02 100001 100000 100000 100004 100005 100006 100008 100006 100000 100001 100002 100000 100000 100001 100002 100007 100002 100002 100002 100002 100003 100001
mcs70_r005_s50_AB03 100001 100000 100000 100004 100005 100005 100007 100006 100000 100001 100002 100000 100000 100001 100003 100006 100002 100002 100002 100002 100003 100001
mcs70_r005_s50_AB04 100000 100000 100000 100005 100004 100006 100009 100006 100000 100000 100001 100000 100000 100001 100002 100007 100002 100002 100002 100003 100002 100001
mcs70_r005_s50_AB05 100000 100000 100000 100004 100005 100006 100008 100007 100001 100001 100001 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs70_r005_s50_AB06 100001 100000 100000 100004 100004 100006 100009 100006 100000 100001 100001 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs70_r005_s50_AB07 100001 100000 100000 100004 100005 100006 100008 100005 100000 100001 100002 100000 100000 100001 100003 100007 100002 100002 100002 100001 100003 100001
mcs70_r005_s50_AB08 100001 100000 100000 100005 100005 100006 100008 100006 100000 100000 100002 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs70_r005_s50_AB09 100001 100000 100000 100004 100004 100006 100008 100005 100000 100000 100002 100000 100000 100001 100002 100006 100002 100002 100002 100002 100003 100002
mcs70_r01_s10_AB00 1 0 2 3 4 5 7 5 1 2 4 3 3 6 12 27 33 31 19 17 13 6
mcs70_r01_s10_AB01 1 0 0 3 3 5 7 5 0 1 2 1 1 3 5 10 10 24 11 18 5 1
mcs70_r01_s10_AB02 1 0 1 3 4 5 7 5 1 1 3 1 2 4 13 15 23 28 23 10 8 3
mcs70_r01_s10_AB03 1 0 1 4 5 5 6 5 0 1 3 2 2 4 8 15 31 28 10 33 9 3
mcs70_r01_s10_AB04 1 0 1 3 5 4 6 5 0 1 2 2 2 4 8 15 26 17 10 16 9 3
mcs70_r01_s10_AB05 1 0 2 2 4 4 7 5 0 1 2 2 3 5 10 18 12 19 20 26 9 2
mcs70_r01_s10_AB06 1 0 4 3 4 5 7 5 0 1 2 2 2 5 9 17 25 18 18 24 8 2
mcs70_r01_s10_AB07 1 0 1 3 4 5 7 5 0 2 3 1 2 4 8 17 22 25 22 14 8 3
mcs70_r01_s10_AB08 1 0 0 3 3 5 6 5 0 1 2 1 1 2 4 8 34 9 15 17 4 1
mcs70_r01_s10_AB09 1 0 1 4 4 4 6 4 0 0 2 1 2 4 8 18 18 18 43 21 8 1
mcs70_r01_s15_AB00 9 0 8 8 9 10 12 10 1 3 6 10 7 8 15 30 28 19 27 35 14 5
mcs70_r01_s15_AB01 9 1 29 8 10 10 11 10 3 4 9 23 19 21 40 64 35 20 38 23 38 8
mcs70_r01_s15_AB02 7 1 5 7 11 9 14 10 3 5 9 7 7 11 19 42 34 28 23 29 21 8
mcs70_r01_s15_AB03 9 0 27 9 9 11 11 10 2 3 7 14 10 14 23 38 26 16 24 17 20 8
mcs70_r01_s15_AB04 8 0 12 7 11 12 12 11 2 3 6 8 8 13 18 34 24 29 28 34 17 6
mcs70_r01_s15_AB05 11 0 12 7 12 11 13 12 3 3 6 8 6 10 24 33 25 18 30 24 22 7
mcs70_r01_s15_AB06 9 0 20 7 9 11 12 12 2 4 6 14 9 12 21 41 29 37 36 18 20 7
mcs70_r01_s15_AB07 8 0 7 9 8 10 12 10 1 4 5 8 7 8 21 28 41 24 40 31 16 4
mcs70_r01_s15_AB08 6 0 3 8 8 9 11 10 1 2 4 4 5 8 14 29 23 20 31 27 15 4
mcs70_r01_s15_AB09 12 0 25 9 11 11 13 11 2 4 7 20 15 18 31 50 25 28 25 33 32 7
mcs70_r01_s20_AB00 183 20 708 50 39 40 38 39 8 10 17 408 242 222 359 363 50 113 63 108 353 16
mcs70_r01_s20_AB01 93 8 478 32 29 32 34 31 6 8 12 153 82 88 193 312 44 83 46 65 178 13
mcs70_r01_s20_AB02 102 14 241 34 34 35 33 34 7 8 14 284 175 111 135 213 56 63 45 43 150 14
mcs70_r01_s20_AB03 431 19 330 84 59 51 59 58 7 9 17 496 265 260 334 402 65 99 76 88 332 15
mcs70_r01_s20_AB04 258 32 848 56 42 46 43 48 10 10 15 587 404 372 549 545 63 129 60 119 539 16
mcs70_r01_s20_AB05 69 2 155 27 28 30 32 37 3 6 10 82 56 88 114 125 79 49 41 58 91 11
mcs70_r01_s20_AB06 159 14 571 43 35 40 38 35 6 9 13 332 197 171 289 358 48 105 57 78 287 14
mcs70_r01_s20_AB07 331 40 944 67 46 48 48 45 8 12 16 559 423 331 468 594 63 146 77 146 452 17
mcs70_r01_s20_AB08 105 20 746 35 30 36 33 34 6 10 13 751 284 282 315 409 37 106 66 106 315 13
mcs70_r01_s20_AB09 78 12 173 30 28 30 32 29 5 7 13 294 156 122 211 319 36 75 37 73 224 13
mcs70_r01_s25_AB00 9323 548 32977 1189 627 497 505 466 105 65 53 16590 10306 5970 8181 9494 854 2364 821 3311 7921 51
mcs70_r01_s25_AB01 3383 136 5875 458 270 194 220 190 57 38 33 5378 4955 3298 4057 4663 304 1077 314 1035 4049 37
mcs70_r01_s25_AB02 12922 229 14479 1643 828 671 720 678 57 36 32 7547 4528 3679 6028 5612 1124 1485 1126 1576 5680 31
mcs70_r01_s25_AB03 5044 164 12360 682 377 295 328 296 79 40 39 6727 4232 3515 7118 7181 509 1664 516 1786 6997 39
mcs70_r01_s25_AB04 12859 450 13747 1583 868 683 686 678 83 41 42 14702 7001 5458 7177 10130 1149 2427 1125 1572 7075 36
mcs70_r01_s25_AB05 10899 239 12447 1388 765 558 559 560 102 65 49 11838 6795 4811 7728 6555 927 1945 937 2742 8478 46
mcs70_r01_s25_AB06 6575 210 8611 862 505 377 421 377 48 32 34 7068 5479 3629 4703 6657 625 1546 600 1337 4753 38
mcs70_r01_s25_AB07 7620 172 14367 960 518 403 458 408 58 34 34 8133 6214 3941 4962 4109 676 1609 663 1823 5000 32
mcs70_r01_s25_AB08 6835 104 11836 863 490 386 409 376 22 24 28 4036 3037 2271 2786 2688 621 1316 584 1282 2817 29
mcs70_r01_s25_AB09 3859 138 8852 530 317 249 276 250 30 24 29 6600 4063 3321 4284 4219 407 1494 392 952 4272 29
mcs70_r01_s30_AB00 31489 643 40116 3652 1953 1549 1599 1546 394 145 95 14848 9995 6220 7025 5841 2000 3598 2034 4096 6974 100
mcs70_r01_s30_AB01 52336 2664 9691 6670 3523 2897 2299 2909 421 338 132 10416 6255 3740 4725 4305 3423 1707 3521 1632 4502 145
mcs70_r01_s30_AB02 52888 321 51150 6384 3283 2595 2618 2607 94 65 68 17131 10759 7559 9509 8638 3588 5394 3557 6132 9271 60
mcs70_r01_s30_AB03 78858 1342 59339 8599 3444 2759 2940 2713 168 141 99 18240 11605 9068 10990 10537 3895 6359 3976 5171 10526 103
mcs70_r01_s30_AB04 65554 1216 32681 7893 3987 2554 2612 2558 383 222 136 18972 10817 6387 7077 7096 4144 4139 4259 3518 7146 158
mcs70_r01_s30_AB05 29275 468 47200 3471 1875 1409 1411 1384 209 174 79 14904 8741 6233 7721 7424 1977 5547 1957 5765 8549 78
mcs70_r01_s30_AB06 44702 248 32484 5295 2012 1646 1844 1647 83 66 58 11840 7021 4901 5890 4695 2404 3916 2295 3882 6114 61
mcs70_r01_s30_AB07 100000 2962 31548 16121 6884 4482 2124 4481 739 231 40 19361 11757 7847 8402 7184 7621 3685 7489 4278 8589 58
mcs70_r01_s30_AB08 100000 6213 51145 17596 8061 3838 3887 3858 1176 672 372 37711 19381 12639 15515 13469 6836 6564 7700 8308 14215 257
mcs70_r01_s30_AB09 100000 622 96811 15439 6649 5135 5165 5141 301 259 78 30270 17363 11517 16043 15189 7322 10907 7286 11895 15882 79
mcs70_r01_s35_AB00 100001 10045 100000 100002 100002 100003 47206 100004 1216 1136 1164 100000 73884 45968 54997 75778 100000 43716 100000 42684 50723 1180
mcs70_r01_s35_AB01 100000 55537 100000 99175 48533 29555 24800 29553 8336 5987 2188 100000 100000 67560 79216 78361 41260 29468 39566 30981 80272 1742
mcs70_r01_s35_AB02 100000 2240 100000 100002 91251 50346 50739 50228 675 507 481 100000 85968 61910 61425 60408 65951 52251 67115 56872 56708 493
mcs70_r01_s35_AB03 100000 16576 100000 100002 100003 55802 32316 55816 1933 1894 4333 100000 57637 37387 41420 58498 81117 41305 77683 40323 41320 1754
mcs70_r01_s35_AB04 100000 48174 100000 100002 100003 100005 100007 100004 9602 4485 2891 100000 100000 100001 100002 100007 100000 58257 100001 62452 100002 2668
mcs70_r01_s35_AB05 100000 44653 100000 100002 78180 58775 70449 58593 6638 2471 1465 100000 100000 62539 63304 72906 68899 21970 68869 20085 66342 1459
mcs70_r01_s35_AB06 100001 17374 100000 50124 19112 12790 13946 12824 2491 928 776 100000 100000 67260 70015 63286 17069 34563 16324 31405 70006 686
mcs70_r01_s35_AB07 100000 6630 100000 100002 100003 71525 71582 71605 452 355 284 100000 64804 45099 44302 40104 100000 33529 100000 32012 43837 304
mcs70_r01_s35_AB08 100000 44724 100000 100002 57361 26034 29539 26101 9327 4414 3404 100000 100000 91084 100003 100007 41800 55109 40578 51639 100002 3573
mcs70_r01_s35_AB09 100000 100000 100000 100002 100003 100004 100005 100004 17760 9070 6836 100000 96501 63079 70113 74427 100000 26544 100000 32974 64551 6499
mcs70_r01_s40_AB00 100000 100000 100000 100003 100003 100005 100006 100005 55135 11475 8678 100001 100000 100001 100002 100006 100000 100002 100001 100003 100002 8845
mcs70_r01_s40_AB01 100000 100000 100000 100003 100003 100004 100007 100005 75122 50936 29663 100000 100000 100001 100002 100007 100000 100002 100001 100003 100002 37981
mcs70_r01_s40_AB02 100000 14976 100000 100003 100004 100004 100006 100004 17520 21765 16879 100000 100000 100001 100002 100005 100000 100002 100000 100002 100002 4268
mcs70_r01_s40_AB03 100000 78333 100000 100003 100003 100005 100006 100005 94974 57771 57896 100000 100000 100001 100002 100007 100001 100003 100001 100003 100003 34138
mcs70_r01_s40_AB04 100000 40010 100000 100003 100003 100004 100007 100004 79792 94547 55875 100000 100000 100001 100002 100006 100000 100003 100000 100002 100002 61879
mcs70_r01_s40_AB05 100000 100000 100000 100003 100003 100004 100006 100006 10754 11429 12111 100000 100000 100001 100002 100006 100000 100002 100000 100002 100003 12471
mcs70_r01_s40_AB06 100000 37790 100000 100002 100003 100005 100007 100005 41944 40769 14991 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 16449
mcs70_r01_s40_AB07 100000 4418 100000 100003 100003 100005 100006 100006 1244 896 846 100000 100000 100001 100002 100006 100001 100002 100001 82412 100002 856
mcs70_r01_s40_AB08 100000 100000 100000 100003 100003 100005 100008 100006 100000 48849 8840 100000 100000 100001 100002 100007 100001 66824 100000 66981 100003 14196
mcs70_r01_s40_AB09 100000 100000 100000 100003 100003 100004 100007 100004 5834 5616 6811 100000 100000 100001 100002 100007 100001 100003 100001 100002 100002 7538
mcs70_r01_s50_AB00 100000 100000 100000 100004 100005 100005 100009 100006 100000 100001 100002 100000 100000 100001 100002 100007 100002 100005 100001 100004 100002 100001
