instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32
mcs30_b03m_s30_AB01 100000 3839 14497 334
mcs30_b03m_s30_AB02 100000 9257 31145 902
mcs30_b03m_s30_AB03 100000 4820 27034 452
mcs30_b03m_s30_AB04 100000 7172 22181 239
mcs30_b03m_s30_AB05 100000 2771 31509 218
mcs30_b03m_s30_AB06 100000 5864 39496 716
mcs30_b03m_s30_AB07 100000 8303 35888 949
mcs30_b03m_s30_AB08 100000 6962 16807 772
mcs30_b03m_s30_AB09 100000 4650 30316 334
mcs30_b03m_s35_AB00 100000 100000 100005 4698
mcs30_b03m_s35_AB01 100000 25942 100004 2368
mcs30_b03m_s35_AB02 100000 100000 100004 8212
mcs30_b03m_s35_AB03 100000 34825 100004 1172
mcs30_b03m_s35_AB04 100000 29790 100005 1913
mcs30_b03m_s35_AB05 100000 13560 100004 644
mcs30_b03m_s35_AB06 100000 35786 100004 990
mcs30_b03m_s35_AB07 100000 20548 100004 2742
mcs30_b03m_s35_AB08 100000 35390 100004 1088
mcs30_b03m_s35_AB09 100000 100000 100004 17941
mcs30_b03m_s40_AB00 100000 100000 100005 42151
mcs30_b03m_s40_AB01 100000 100000 100005 28446
mcs30_b03m_s40_AB02 100000 100000 100005 22620
mcs30_b03m_s40_AB03 100000 100000 100005 40649
mcs30_b03m_s40_AB04 100000 100000 100005 17621
mcs30_b03m_s40_AB05 100000 100000 100005 24689
mcs30_b03m_s40_AB06 100000 100000 100004 17575
mcs30_b03m_s40_AB07 100000 100000 100005 95775
mcs30_b03m_s40_AB08 100000 100000 100004 31040
mcs30_b03m_s40_AB09 100000 100000 100005 100001
mcs30_b03m_s50_AB00 100000 100000 100006 100001
mcs30_b03m_s50_AB01 100000 100000 100006 100002
mcs30_b03m_s50_AB02 100000 100000 100005 100001
mcs30_b03m_s50_AB03 100000 100000 100006 100002
mcs30_b03m_s50_AB04 100000 100000 100005 100001
mcs30_b03m_s50_AB05 100001 100000 100006 100001
mcs30_b03m_s50_AB06 100000 100000 100006 100001
mcs30_b03m_s50_AB07 100000 100000 100006 100001
mcs30_b03m_s50_AB08 100000 100000 100005 100002
mcs30_b03m_s50_AB09 100000 100000 100006 100002
mcs30_b06_s25_AB00 20776 362 1077 46
mcs30_b06_s25_AB01 10062 170 488 37
mcs30_b06_s25_AB02 14924 184 785 39
mcs30_b06_s25_AB03 20806 244 918 43
mcs30_b06_s25_AB04 18752 340 922 44
mcs30_b06_s25_AB05 17714 283 823 38
mcs30_b06_s25_AB06 16437 292 708 40
mcs30_b06_s25_AB07 22916 232 994 42
mcs30_b06_s25_AB08 31678 517 1438 52
mcs30_b06_s25_AB09 22354 256 958 35
mcs30_b06_s30_AB00 100000 8550 47478 741
mcs30_b06_s30_AB01 100000 3616 35319 316
mcs30_b06_s30_AB02 100000 2821 16189 384
mcs30_b06_s30_AB03 100000 4780 31905 712
mcs30_b06_s30_AB04 100000 4888 34707 644
mcs30_b06_s30_AB05 100000 6721 51685 994
mcs30_b06_s30_AB06 100000 4119 21098 373
mcs30_b06_s30_AB07 100000 3505 20442 440
mcs30_b06_s30_AB08 100000 4311 13276 519
mcs30_b06_s30_AB09 100000 2984 38523 487
mcs30_b06_s35_AB00 100000 100000 100004 14712
mcs30_b06_s35_AB01 100000 63315 100004 10507
mcs30_b06_s35_AB02 100000 49807 100004 7730
mcs30_b06_s35_AB03 100000 83045 100005 11861
mcs30_b06_s35_AB04 100000 73153 100004 12857
mcs30_b06_s35_AB05 100000 84285 100004 9561
mcs30_b06_s35_AB06 100000 100000 100005 10765
mcs30_b06_s35_AB07 100000 73780 100004 9378
mcs30_b06_s35_AB08 100000 48975 100004 6706
mcs30_b06_s35_AB09 100000 100000 100004 11100
mcs30_b06_s40_AB00 100000 100000 100005 100002
mcs30_b06_s40_AB01 100000 100000 100004 100001
mcs30_b06_s40_AB02 100000 100000 100004 95517
mcs30_b06_s40_AB03 100000 100000 100004 100002
mcs30_b06_s40_AB04 100000 100000 100004 100002
mcs30_b06_s40_AB05 100000 100000 100004 100002
mcs30_b06_s40_AB06 100000 100000 100004 100002
mcs30_b06_s40_AB07 100000 100000 100005 100002
mcs30_b06_s40_AB08 100000 100000 100005 80093
mcs30_b06_s40_AB09 100000 100000 100004 100002
mcs30_b06_s50_AB00 100000 100000 100006 100001
mcs30_b06_s50_AB01 100000 100000 100006 100002
mcs30_b06_s50_AB02 100000 100000 100006 100001
mcs30_b06_s50_AB03 100000 100000 100006 100001
mcs30_b06_s50_AB04 100001 100000 100007 100001
mcs30_b06_s50_AB05 100000 100000 100006 100002
mcs30_b06_s50_AB06 100000 100000 100006 100001
mcs30_b06_s50_AB07 100000 100000 100005 100001
mcs30_b06_s50_AB08 100000 100000 100005 100002
mcs30_b06_s50_AB09 100000 100000 100006 100001
mcs30_b06m_s25_AB00 31787 557 1213 61
mcs30_b06m_s25_AB01 28180 531 1160 61
mcs30_b06m_s25_AB02 38925 717 1634 98
mcs30_b06m_s25_AB03 10275 232 482 44
