instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs10_m2D_s50_AB05 43064136 41126351 16095883 14701031 16283180 16375726 16278648 41642555 52507354 34019081
mcs10_m2D_s50_AB06 977515 16551673 334817 366067 442985 446953 433292 10849234 10872984 10809983
mcs10_m2D_s50_AB07 682316 2567101 803485 916101 1420773 1529078 1445179 1552093 978874 1026841
mcs10_m2D_s50_AB08 7697522 53812401 5187123 6385200 9999373 11746225 10063684 28865068 40097472 17246784
mcs10_m2D_s50_AB09 81594338 79124009 60184604 58655587 67609640 64451947 67630172 71738706 77870766 70691144
mcs10_m2D_s60_AB00 741860 1090901 342580 199829 204132 213103 207141 1287420 1319101 1269021
mcs10_m2D_s60_AB01 2832361 12586370 1208784 1359463 1664548 2299543 1815999 9091261 9185613 9237314
mcs10_m2D_s60_AB02 460471 4828996 313906 320087 316251 321310 322938 4808868 4706544 4737043
mcs10_m2D_s60_AB03 1503682 215429360 1029939 1115014 1243461 941782 1018158 214645708 221977992 214322746
mcs10_m2D_s60_AB04 3062993 23662216 1467467 1327560 1595331 1608399 1604732 42977402 50897625 51255057
mcs10_m2D_s60_AB05 301463 52438076 191958 193672 196064 190554 199175 58735075 66521040 66117578
mcs10_m2D_s60_AB06 7261844 55989590 7271727 7276433 7292384 7284875 7288283 56981489 59242848 58029564
mcs10_m2D_s60_AB07 124881647 88975273 121161502 117416079 120109628 120858385 120451730 54201396 53411441 56201575
mcs10_m2D_s60_AB08 177437 4282390 105647 111068 105557 109905 112160 4160210 4159516 4153878
mcs10_m2D_s60_AB09 2286265 21451060 2293156 2300013 2316739 2308501 2313100 19011783 19051141 18998856
mcs10_m2D_s70_AB00 NaN NaN 152750529 99459971 61831705 55274029 61803856 1038664054 1196254825 1175227718
mcs10_m2D_s70_AB01 13826411 NaN 13372055 14644022 15577079 14513972 15496029 283448048 297412980 292448132
mcs10_m2D_s70_AB02 46252406 NaN 19877017 19669961 19886451 19812318 19864919 NaN NaN NaN
mcs10_m2D_s70_AB03 17594160 NaN 13840235 19235927 7732457 7261444 7295357 243161865 242716076 243006218
mcs10_m2D_s70_AB04 4126191 NaN 3875764 5303785 3561358 3246742 3559216 974321113 1098389458 858971264
mcs10_m2D_s70_AB05 9936204 NaN 9263016 9286131 9300116 9324318 9290068 348252575 299725907 297257427
mcs10_m2D_s70_AB06 28448036 NaN 25235974 27564090 29941155 29013016 29915778 291414250 375425185 363912519
mcs10_m2D_s70_AB07 NaN NaN 126924111 162010200 232456314 152567987 234394283 540523404 544194706 547454236
mcs10_m2D_s70_AB08 23692373 NaN 20734819 10832654 11525360 11402904 11139845 NaN NaN NaN
mcs10_m2D_s70_AB09 41319277 NaN 43572342 45822117 50789637 52059356 50986710 NaN NaN NaN
mcs10_m2D_s80_AB00 NaN NaN 308486719 312059657 319225582 366032221 319400547 NaN NaN NaN
mcs10_m2D_s80_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB04 NaN NaN 353921655 292388092 304378917 310286246 304651952 NaN NaN NaN
mcs10_m2D_s80_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s80_AB08 NaN NaN NaN NaN 896265133 896322319 896256752 NaN NaN NaN
mcs10_m2D_s80_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2D_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s100_AB00 NaN NaN 128986871 119999255 129279399 196465613 129293634 NaN NaN NaN
mcs10_m2Dr2_s100_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s100_AB02 NaN NaN 459663185 567263009 478841062 377175710 518983188 NaN NaN NaN
mcs10_m2Dr2_s100_AB03 NaN NaN 44619944 59098124 47416109 55702609 47149695 NaN NaN NaN
mcs10_m2Dr2_s100_AB04 NaN NaN 78469004 83731384 100519157 94021692 99842025 NaN NaN NaN
mcs10_m2Dr2_s100_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s100_AB06 NaN NaN NaN 752583872 690056677 656925834 689535908 NaN NaN NaN
mcs10_m2Dr2_s100_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s100_AB08 NaN NaN 311543202 125110551 111827388 237929650 111826649 NaN NaN NaN
mcs10_m2Dr2_s100_AB09 NaN NaN NaN 1040516470 1115227227 1223270312 1116464831 NaN NaN NaN
mcs10_m2Dr2_s70_AB00 37459293 NaN 32061773 32513978 33736374 33351216 33431010 759156978 758871231 769430097
mcs10_m2Dr2_s70_AB01 NaN NaN 245587520 251723893 239681189 241159817 239624564 NaN NaN NaN
mcs10_m2Dr2_s70_AB02 NaN NaN 197429589 124775792 104004797 114224001 103954095 386464520 398381585 389638619
mcs10_m2Dr2_s70_AB03 38252672 NaN 50829508 45743835 34760151 51802660 34996487 303057516 254678317 224765587
mcs10_m2Dr2_s70_AB04 2376515 103728354 893811 923381 981191 1003325 1039382 75459322 77243214 84674947
mcs10_m2Dr2_s70_AB05 18173373 179343761 9789283 9796540 9831707 9829391 9829853 208910337 209611279 209605950
mcs10_m2Dr2_s70_AB06 NaN NaN 328265497 498224998 590984375 250103902 629566120 NaN NaN NaN
mcs10_m2Dr2_s70_AB07 NaN NaN 187367251 195496886 174104387 174711827 174150206 NaN NaN NaN
mcs10_m2Dr2_s70_AB08 NaN NaN 387465169 400076156 707580474 388633550 721489217 NaN NaN NaN
mcs10_m2Dr2_s70_AB09 10549908 43361126 6790686 7748420 8992244 10333570 8556702 74571751 62827813 50852208
mcs10_m2Dr2_s80_AB00 NaN NaN NaN NaN 1116586046 NaN 1116656497 NaN NaN NaN
mcs10_m2Dr2_s80_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB05 NaN NaN 254718239 194317747 202724795 206751147 203307121 NaN NaN NaN
mcs10_m2Dr2_s80_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s80_AB09 NaN NaN NaN 613863733 631125847 643875223 630873060 NaN NaN NaN
mcs10_m2Dr2_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr2_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s100_AB00 27852732 NaN 24687971 23427275 23467252 23494508 23472781 NaN NaN NaN
mcs10_m2Dr4_s100_AB01 NaN NaN 131764959 130363472 141250045 158076314 141340773 NaN NaN NaN
mcs10_m2Dr4_s100_AB02 NaN NaN 315920507 323788344 341569798 326376901 341776806 NaN NaN NaN
mcs10_m2Dr4_s100_AB03 11209367 NaN 12644965 17180278 19241640 11080454 19153359 NaN NaN NaN
mcs10_m2Dr4_s100_AB04 16802452 NaN 12101891 10461501 11727659 13006765 11717736 NaN NaN NaN
mcs10_m2Dr4_s100_AB05 NaN NaN 65345258 66352119 64807878 65074049 64890823 NaN NaN NaN
mcs10_m2Dr4_s100_AB06 48584459 NaN 24109760 26155419 34091470 34736139 34024068 NaN NaN NaN
mcs10_m2Dr4_s100_AB07 NaN NaN 80163518 83082720 89523045 101879308 89466438 NaN NaN NaN
mcs10_m2Dr4_s100_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s100_AB09 NaN NaN NaN 740561769 510664896 588980137 511628152 NaN NaN NaN
mcs10_m2Dr4_s40_AB00 2457 80246 2722 2639 2714 2639 2639 69439 71170 72514
mcs10_m2Dr4_s40_AB01 98664 1338271 87552 93674 88571 84594 87766 1251929 1522652 1232441
mcs10_m2Dr4_s40_AB02 20455 586434 17582 18730 16584 19484 17918 536563 544168 531982
mcs10_m2Dr4_s40_AB03 89850 851249 94587 84876 87913 90464 85562 1021834 885347 959127
mcs10_m2Dr4_s40_AB04 12409 410490 11301 14231 14009 13118 11610 407220 406412 410706
mcs10_m2Dr4_s40_AB05 21362 55188 22117 18881 19229 20298 21175 48398 48767 53489
mcs10_m2Dr4_s40_AB06 43337 1016789 46123 45706 47513 47187 46223 1000214 996420 997575
mcs10_m2Dr4_s40_AB07 21727 257412 21601 22584 22561 22433 22406 258153 247312 245143
mcs10_m2Dr4_s40_AB08 27160 290689 27233 38940 25233 25812 43185 288428 338716 298642
mcs10_m2Dr4_s40_AB09 25440 244800 29252 24467 39009 28691 24372 247808 173199 222872
mcs10_m2Dr4_s50_AB00 8307277 4738680 6094888 5918489 5733479 5805789 5756673 3598981 3707500 3840868
mcs10_m2Dr4_s50_AB01 590248 2516588 233765 236622 243737 232877 229364 2550600 2526345 2527289
mcs10_m2Dr4_s50_AB02 757883 49889822 787592 816420 814389 844457 818546 48496946 48516629 48537820
mcs10_m2Dr4_s50_AB03 1476839 20411131 1483073 1120260 1016422 926279 978758 35973238 46860673 47884103
mcs10_m2Dr4_s50_AB04 2309148 18619744 1774578 2159696 1436858 1453109 1434813 9976358 9244034 9589207
mcs10_m2Dr4_s50_AB05 1197853 21225899 1429258 1582898 1820147 1984843 1819443 15891086 14228095 10787289
mcs10_m2Dr4_s50_AB06 1445000 4052145 1226501 1125196 811738 641785 735782 3079821 3124565 3269233
mcs10_m2Dr4_s50_AB07 485295 5109336 422249 394646 412693 405774 432136 2101793 2128347 2286306
mcs10_m2Dr4_s50_AB08 1665810 47659947 2255437 3310790 2971819 2808859 2902503 35856945 39125512 25276480
mcs10_m2Dr4_s50_AB09 2065495 37594584 1979243 2481501 2049923 1722328 1920766 28971588 31630831 31441295
mcs10_m2Dr4_s60_AB00 536731 31344684 375314 440977 364093 499703 477882 31243447 31281645 31607887
mcs10_m2Dr4_s60_AB01 282662 14573709 175096 225475 272525 222564 311240 8129974 9869711 9760045
mcs10_m2Dr4_s60_AB02 2365589 11720183 2280969 2280671 2323439 2289149 2333270 10687283 10665920 11044911
mcs10_m2Dr4_s60_AB03 1519734 6817907 1312947 1381741 1474863 1375695 1429961 5077815 5073344 5080898
mcs10_m2Dr4_s60_AB04 254354 1322324 190296 200468 197573 185506 193900 1414184 1426678 1438692
mcs10_m2Dr4_s60_AB05 742787 39458983 693044 688270 690999 694892 690372 39910801 40678989 40988574
mcs10_m2Dr4_s60_AB06 228573 3095416 123042 91214 76319 103412 84485 2994180 2905638 2904726
mcs10_m2Dr4_s60_AB07 716886 8560625 763616 631912 615411 692897 686801 8459337 8495205 8506274
mcs10_m2Dr4_s60_AB08 561932 5786501 371708 609688 791854 775312 758556 5804458 5696928 5811626
mcs10_m2Dr4_s60_AB09 483317 23394862 322552 325773 322858 331699 335244 23407936 23405871 23404651
mcs10_m2Dr4_s70_AB00 22527019 NaN 20128294 19391321 22994750 23068175 23139854 244265171 193745635 193842620
mcs10_m2Dr4_s70_AB01 23894062 NaN 20452586 21261235 21398126 21399851 21627800 NaN 1453028416 NaN
mcs10_m2Dr4_s70_AB02 9607301 211593169 10071261 9583956 9828410 9754386 9840028 211437782 211429075 211601008
mcs10_m2Dr4_s70_AB03 48542476 NaN 47122074 48058818 50151392 51421703 50122561 NaN NaN NaN
mcs10_m2Dr4_s70_AB04 16116617 NaN 16071195 16433738 17318084 17317934 17284569 NaN 1070868508 NaN
mcs10_m2Dr4_s70_AB05 NaN 166167314 466272451 526034551 634741232 738295993 637182441 191768020 180288835 219173021
mcs10_m2Dr4_s70_AB06 2809538 NaN 2365028 1686174 1651697 1529255 1745662 573710011 463392427 490782251
mcs10_m2Dr4_s70_AB07 56292273 NaN 41991343 33802354 33899780 34086465 34025415 NaN NaN NaN
mcs10_m2Dr4_s70_AB08 NaN NaN 323941545 325816136 329703281 334992252 329626243 NaN NaN NaN
mcs10_m2Dr4_s70_AB09 2397487 129168148 3273819 3235346 3587980 3338005 3490802 130322852 130689179 133842915
mcs10_m2Dr4_s80_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s80_AB01 NaN NaN 111417484 102525037 111463628 114345519 111233163 NaN NaN NaN
mcs10_m2Dr4_s80_AB02 NaN NaN NaN NaN 986673856 1078257641 986483935 NaN NaN NaN
mcs10_m2Dr4_s80_AB03 NaN NaN 163729618 168868820 179527086 163954403 179514277 NaN NaN NaN
mcs10_m2Dr4_s80_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s80_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s80_AB06 NaN NaN 353194726 361027601 379638420 383817811 379570814 NaN NaN NaN
mcs10_m2Dr4_s80_AB07 NaN NaN 347276444 346368344 362437285 397505246 362427524 NaN NaN NaN
mcs10_m2Dr4_s80_AB08 NaN NaN 246817555 250322917 250671459 264114166 250511579 NaN NaN NaN
mcs10_m2Dr4_s80_AB09 NaN NaN NaN NaN NaN 1158026510 NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr4_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s100_AB00 NaN NaN 409224890 454475784 540614002 484723639 540688531 NaN NaN NaN
mcs10_m2Dr6_s100_AB01 NaN NaN NaN NaN 1262299872 1262004391 1262233446 NaN NaN NaN
mcs10_m2Dr6_s100_AB02 57446419 NaN 48444109 63522733 53977080 52607576 53949218 NaN NaN NaN
mcs10_m2Dr6_s100_AB03 16578950 NaN 13741271 12945089 14641270 15584136 14415770 NaN NaN NaN
mcs10_m2Dr6_s100_AB04 NaN NaN 475982263 432706002 355026404 332802526 355520136 NaN NaN NaN
mcs10_m2Dr6_s100_AB05 NaN NaN NaN NaN 1046618822 1183461974 1043201848 NaN NaN NaN
mcs10_m2Dr6_s100_AB06 60724474 NaN 28946733 29206956 29530532 29463281 29526551 NaN NaN NaN
mcs10_m2Dr6_s100_AB07 NaN NaN 585264378 577447647 579567976 579819158 579585146 NaN NaN NaN
mcs10_m2Dr6_s100_AB08 NaN NaN NaN NaN 1308705854 1333776164 1308859141 NaN NaN NaN
mcs10_m2Dr6_s100_AB09 NaN NaN 169967630 155359505 185388289 176226523 186053180 NaN NaN NaN
mcs10_m2Dr6_s40_AB00 78557 140470 74907 68850 75354 66232 75260 169953 172556 170200
mcs10_m2Dr6_s40_AB01 239220 1575272 236724 246821 237552 240757 239442 1558971 1559461 1559511
mcs10_m2Dr6_s40_AB02 59076 473783 59796 59991 59830 59636 60315 467721 467691 467721
mcs10_m2Dr6_s40_AB03 5353 174866 5560 5218 5287 8644 6149 166571 253142 214595
mcs10_m2Dr6_s40_AB04 49145 95254 66202 64405 50919 84734 55414 103180 121958 118427
mcs10_m2Dr6_s40_AB05 22404 887623 20877 16260 18157 18877 16481 818982 808116 807252
mcs10_m2Dr6_s40_AB06 145741 628154 136647 139158 145199 141907 144492 628154 628154 628154
mcs10_m2Dr6_s40_AB07 58208 1152285 48784 50050 48594 53568 49853 1161707 1183869 1162978
mcs10_m2Dr6_s40_AB08 15766 182155 11228 12266 13995 11633 12427 179660 198874 230156
mcs10_m2Dr6_s40_AB09 65208 1496975 55230 56853 61611 56763 53037 1196686 1039193 1261259
mcs10_m2Dr6_s50_AB00 2418275 8027178 2149697 2305677 2627164 2397353 2611269 6523268 6610708 6515502
mcs10_m2Dr6_s50_AB01 34157789 44669226 31946488 32044363 32282178 32248067 32373217 44367390 42394890 44672119
mcs10_m2Dr6_s50_AB02 2618356 4986824 2518343 2554045 2596939 2672104 2773449 4946517 4940983 4980475
mcs10_m2Dr6_s50_AB03 1036566 5948503 786696 776704 791237 778659 822220 7191315 7080801 7590119
mcs10_m2Dr6_s50_AB04 728297 9935497 528023 549367 554531 553079 549194 12480946 10916065 9795278
mcs10_m2Dr6_s50_AB05 3523754 4981110 3561922 2902561 2141517 2054450 2135992 3082059 3085998 4110156
mcs10_m2Dr6_s50_AB06 26267559 23807429 26152394 26182833 26213860 26352904 26317548 23944394 23849873 23821921
mcs10_m2Dr6_s50_AB07 4983210 10090449 4988371 5106917 5672617 5635348 5691371 10675816 11840015 10614165
mcs10_m2Dr6_s50_AB08 642838 2291745 556921 603477 735558 663780 704089 4244606 4101018 4096331
mcs10_m2Dr6_s50_AB09 4187883 51326786 4690449 5644958 7713491 8197768 8009035 42963373 39376265 39930667
mcs10_m2Dr6_s60_AB00 3530324 5633566 3020383 2265545 1518510 1947126 1600170 10824495 11444781 11752519
mcs10_m2Dr6_s60_AB01 9653455 12191521 9661646 9670442 9684179 9704639 9683485 9460386 9352667 9331044
mcs10_m2Dr6_s60_AB02 227715 2056627 205769 209383 201280 199048 205583 2059155 2061170 2060973
mcs10_m2Dr6_s60_AB03 183845 7468769 221189 201713 200587 211958 196654 7508245 7802091 7719069
mcs10_m2Dr6_s60_AB04 246641 16121606 189419 204944 190314 187031 183897 14255949 14258458 14238092
mcs10_m2Dr6_s60_AB05 952470 19958697 692661 823430 766373 702204 774760 26156554 30754674 27367153
mcs10_m2Dr6_s60_AB06 1015664 30789793 1014564 1021962 1045329 1036724 1032968 30800239 30806526 30805652
mcs10_m2Dr6_s60_AB07 629654 8833400 729893 721980 689324 735165 751757 7644544 7842524 7660487
mcs10_m2Dr6_s60_AB08 453307 5639446 437210 326536 295562 292512 261760 8883008 8573200 8797642
mcs10_m2Dr6_s60_AB09 220166 6995270 256511 316965 326649 319563 380988 5856768 5661771 5632382
mcs10_m2Dr6_s70_AB00 18063734 NaN 16870016 10245465 10721606 11078921 10849076 581591982 398456241 397901861
mcs10_m2Dr6_s70_AB01 11139233 NaN 9223038 8612509 9013636 9795821 9024315 922448781 887924118 968683433
mcs10_m2Dr6_s70_AB02 NaN NaN 223275672 224240642 222638222 222450867 222474639 NaN NaN NaN
mcs10_m2Dr6_s70_AB03 51426364 NaN 38332733 27330876 28427137 28416629 28435701 378943960 377155708 435905223
mcs10_m2Dr6_s70_AB04 2788620 10311488 1898602 1622346 1598322 1568651 1597587 7963757 7284940 7385014
mcs10_m2Dr6_s70_AB05 53909565 NaN 49890020 54075979 63459179 79284646 62999934 236476678 609236737 567690273
mcs10_m2Dr6_s70_AB06 61664033 NaN 50735328 54131132 60849318 69852370 60977633 NaN NaN NaN
mcs10_m2Dr6_s70_AB07 NaN NaN 165863450 160027213 167682933 180238490 167562125 473189319 496468122 512582631
mcs10_m2Dr6_s70_AB08 12501683 NaN 11643411 15797466 24006291 15119867 24132273 NaN NaN NaN
mcs10_m2Dr6_s70_AB09 717339 73473052 480281 483266 500797 544763 492112 73946773 72853141 72276655
mcs10_m2Dr6_s80_AB00 NaN NaN 177698460 188101633 206119059 245677483 205531596 NaN NaN NaN
mcs10_m2Dr6_s80_AB01 NaN NaN NaN NaN 1465219178 1485915315 1464888721 NaN NaN NaN
mcs10_m2Dr6_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s80_AB03 NaN NaN 233092256 223267159 266874037 219675082 267608926 NaN NaN NaN
mcs10_m2Dr6_s80_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s80_AB05 NaN NaN NaN 542030210 501075223 550410298 501456428 NaN NaN NaN
mcs10_m2Dr6_s80_AB06 NaN NaN NaN NaN NaN 1531287713 NaN NaN NaN NaN
mcs10_m2Dr6_s80_AB07 NaN NaN NaN 663787023 692206455 754048293 691491973 NaN NaN 1721760463
mcs10_m2Dr6_s80_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s80_AB09 NaN NaN NaN NaN 839772255 693829297 840073034 NaN NaN NaN
mcs10_m2Dr6_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m2Dr6_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m3D_s100_AB00 NaN NaN 60805535 59285587 60851844 69139087 60961224 NaN NaN NaN
mcs10_m3D_s100_AB01 NaN NaN 192987043 126203770 127303428 245883540 127016768 NaN NaN NaN
mcs10_m3D_s100_AB02 NaN NaN 191472604 178744838 199928919 184571168 200001297 NaN NaN NaN
mcs10_m3D_s100_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m3D_s100_AB04 NaN NaN 64743604 61369836 64774179 73128175 64709011 NaN NaN NaN
mcs10_m3D_s100_AB05 NaN NaN 88732868 52633794 40458719 74671180 40868482 NaN NaN NaN
mcs10_m3D_s100_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m3D_s100_AB07 33164424 NaN 20573258 17012326 15767363 27218164 15689928 NaN NaN NaN
mcs10_m3D_s100_AB08 NaN NaN 96443594 100451633 147677306 86562476 144353847 NaN NaN NaN
mcs10_m3D_s100_AB09 NaN NaN 149496074 151966262 158069873 166113075 157959979 NaN NaN NaN
mcs10_m3D_s60_AB00 144712 9363742 121530 118151 103174 124330 155110 14461561 14358107 14468309
mcs10_m3D_s60_AB01 1822717 9032741 1803107 1828073 1824431 1845663 1839351 10159141 9120381 8768871
mcs10_m3D_s60_AB02 1402736 32431742 1053105 769066 785329 777717 805703 30204327 29598107 29606528
mcs10_m3D_s60_AB03 446809 21184190 309947 392718 485272 732960 378047 16940181 20472183 17789422
mcs10_m3D_s60_AB04 90479 3556251 65828 78198 91022 85513 78772 2886864 2615699 2835268
mcs10_m3D_s60_AB05 599951 3761964 596194 686764 789877 645821 801615 4115431 5043048 4845687
mcs10_m3D_s60_AB06 725245 5181052 528410 729506 848387 709535 975766 3046383 2985034 3115794
mcs10_m3D_s60_AB07 305425 20505156 253023 261125 260296 258900 267014 20618470 20876863 20648993
mcs10_m3D_s60_AB08 123343 1606115 108924 112043 107433 106009 120964 1430899 1435631 1438675
mcs10_m3D_s60_AB09 4999774 29643738 3040700 2046776 1940054 1887181 1924516 32098755 27505755 31462463
mcs10_m3D_s70_AB00 26878853 NaN 27021933 22772542 16032766 16164332 16000054 NaN NaN NaN
mcs10_m3D_s70_AB01 45078230 NaN 40883047 42333716 41461516 42117521 41616644 NaN NaN NaN
mcs10_m3D_s70_AB02 22005818 NaN 16523978 16888222 16622165 16443280 16410775 NaN NaN NaN
mcs10_m3D_s70_AB03 2040161 NaN 2206492 2455451 2702390 4811369 2748412 465086371 504431608 433331614
mcs10_m3D_s70_AB04 4619317 153455804 5041412 4694446 4702755 4730559 4717205 136607028 142844308 148764141
mcs10_m3D_s70_AB05 12876191 101048539 9799065 9920497 9914979 9922847 10003354 98822136 98155403 115630119
mcs10_m3D_s70_AB06 13831965 170867346 13683479 16901586 18277893 19658620 18071050 223802177 88588110 205043886
mcs10_m3D_s70_AB07 38217622 NaN 30832185 27432542 27667071 27832000 27622685 NaN NaN NaN
mcs10_m3D_s70_AB08 NaN 182018133 122530566 140383708 196410532 190286183 196373455 177527376 178430585 179857375
mcs10_m3D_s70_AB09 NaN NaN 87292359 89286828 94769922 100060445 94083144 NaN NaN NaN
mcs10_m3D_s80_AB00 NaN NaN 159611481 185440663 285246620 182720082 266737370 NaN NaN NaN
mcs10_m3D_s80_AB01 NaN NaN NaN 837715284 412988265 540295505 413008375 NaN NaN NaN
mcs10_m3D_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs10_m3D_s80_AB03 NaN NaN NaN NaN 761593913 764897515 761441196 NaN NaN NaN
mcs10_m3D_s80_AB04 NaN NaN NaN 629765757 765637369 712910576 763357345 NaN NaN NaN
