instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32
mcs30_m2Dr4_s50_AB08 2909 5334 167 724
mcs30_m2Dr4_s50_AB09 8293 11287 414 2118
mcs30_m2Dr4_s60_AB00 653 2444 43 1064
mcs30_m2Dr4_s60_AB01 488 3419 58 848
mcs30_m2Dr4_s60_AB02 1267 2030 104 1075
mcs30_m2Dr4_s60_AB03 95 7130 31 3949
mcs30_m2Dr4_s60_AB04 14729 13665 304 3826
mcs30_m2Dr4_s60_AB05 8164 12700 413 5198
mcs30_m2Dr4_s60_AB06 1068 14249 107 8530
mcs30_m2Dr4_s60_AB07 523 2249 50 812
mcs30_m2Dr4_s60_AB08 326 2266 52 647
mcs30_m2Dr4_s60_AB09 113 1766 20 357
mcs30_m2Dr4_s70_AB00 95787 524161 2778 368767
mcs30_m2Dr4_s70_AB01 3879 129098 172 52800
mcs30_m2Dr4_s70_AB02 7290 9778 145 5197
mcs30_m2Dr4_s70_AB03 1838 35796 124 6780
mcs30_m2Dr4_s70_AB04 52295 16585 2460 4431
mcs30_m2Dr4_s70_AB05 3824 148565 320 100882
mcs30_m2Dr4_s70_AB06 5924 167795 253 72457
mcs30_m2Dr4_s70_AB07 1329 28015 116 9854
mcs30_m2Dr4_s70_AB08 2225 145683 179 64310
mcs30_m2Dr4_s70_AB09 9004 86227 268 25947
mcs30_m2Dr4_s80_AB00 129183 273860 4668 85774
mcs30_m2Dr4_s80_AB01 1000000 1000000 274975 1000002
mcs30_m2Dr4_s80_AB02 1000000 1000000 383285 1000002
mcs30_m2Dr4_s80_AB03 438228 1000000 12569 1000002
mcs30_m2Dr4_s80_AB04 254399 1000000 13817 243277
mcs30_m2Dr4_s80_AB05 389454 1000000 15507 607356
mcs30_m2Dr4_s80_AB06 1000000 1000000 75284 811667
mcs30_m2Dr4_s80_AB07 1000000 1000000 132559 1000002
mcs30_m2Dr4_s80_AB08 1000000 1000000 111541 303076
mcs30_m2Dr4_s80_AB09 153563 277849 2858 97569
mcs30_m2Dr4_s90_AB00 1000000 1000000 1000002 1000002
mcs30_m2Dr4_s90_AB01 1000000 1000000 1000002 1000002
mcs30_m2Dr4_s90_AB02 1000000 1000000 1000005 1000004
mcs30_m2Dr4_s90_AB03 1000000 1000000 978598 1000001
mcs30_m2Dr4_s90_AB04 1000000 1000000 1000006 1000002
mcs30_m2Dr4_s90_AB05 1000000 1000000 1000002 1000001
mcs30_m2Dr4_s90_AB06 1000000 1000000 1000002 1000001
mcs30_m2Dr4_s90_AB07 1000000 1000000 1000002 1000002
mcs30_m2Dr4_s90_AB08 1000000 1000000 987498 1000001
mcs30_m2Dr4_s90_AB09 1000000 1000000 1000002 1000001
mcs30_m2Dr6_s100_AB00 1000000 1000000 83726 1000002
mcs30_m2Dr6_s100_AB01 117702 1000000 4675 1000002
mcs30_m2Dr6_s100_AB02 7062 467225 339 407974
mcs30_m2Dr6_s100_AB03 635755 1000000 21764 1000002
mcs30_m2Dr6_s100_AB04 352715 1000000 7378 1000001
mcs30_m2Dr6_s100_AB05 39552 1000000 2709 1000001
mcs30_m2Dr6_s100_AB06 164641 1000000 4364 1000002
mcs30_m2Dr6_s100_AB07 59540 1000000 2479 1000001
mcs30_m2Dr6_s100_AB08 22054 288901 1091 193824
mcs30_m2Dr6_s100_AB09 230290 1000000 5559 1000002
mcs30_m2Dr6_s30_AB00 2 1 6 4
mcs30_m2Dr6_s30_AB01 2 2 7 7
mcs30_m2Dr6_s30_AB02 1 2 5 5
mcs30_m2Dr6_s30_AB03 5 3 7 5
mcs30_m2Dr6_s30_AB04 1 4 6 7
mcs30_m2Dr6_s30_AB05 3 3 7 5
mcs30_m2Dr6_s30_AB06 4 5 8 7
mcs30_m2Dr6_s30_AB07 1 1 8 5
mcs30_m2Dr6_s30_AB08 4 7 9 6
mcs30_m2Dr6_s30_AB09 2 6 8 7
mcs30_m2Dr6_s50_AB00 3689 11931 219 4560
mcs30_m2Dr6_s50_AB01 3159 2327 107 690
mcs30_m2Dr6_s50_AB02 7650 3659 394 2379
mcs30_m2Dr6_s50_AB03 1851 3132 134 274
mcs30_m2Dr6_s50_AB04 3255 2459 168 182
mcs30_m2Dr6_s50_AB05 13361 3220 572 822
mcs30_m2Dr6_s50_AB06 1468 2735 132 430
mcs30_m2Dr6_s50_AB07 6214 7316 301 2556
mcs30_m2Dr6_s50_AB08 6929 2204 405 400
mcs30_m2Dr6_s50_AB09 10421 9076 488 2932
mcs30_m2Dr6_s60_AB00 181 4526 23 1419
mcs30_m2Dr6_s60_AB01 101 2090 25 337
mcs30_m2Dr6_s60_AB02 224 7132 30 2536
mcs30_m2Dr6_s60_AB03 228 3619 42 1580
mcs30_m2Dr6_s60_AB04 115 1179 21 783
mcs30_m2Dr6_s60_AB05 236 3085 60 1291
mcs30_m2Dr6_s60_AB06 242 744 33 238
mcs30_m2Dr6_s60_AB07 185 8467 48 6903
mcs30_m2Dr6_s60_AB08 63 564 30 237
mcs30_m2Dr6_s60_AB09 1330 5962 110 2030
mcs30_m2Dr6_s70_AB00 3414 227990 230 18225
mcs30_m2Dr6_s70_AB01 420 7250 80 3614
mcs30_m2Dr6_s70_AB02 3877 91358 241 43132
mcs30_m2Dr6_s70_AB03 3964 7527 207 4740
mcs30_m2Dr6_s70_AB04 43819 173091 1502 138470
mcs30_m2Dr6_s70_AB05 6533 42170 348 7337
mcs30_m2Dr6_s70_AB06 1315 68384 97 12699
mcs30_m2Dr6_s70_AB07 28650 85501 961 39817
mcs30_m2Dr6_s70_AB08 3596 12745 163 6118
mcs30_m2Dr6_s70_AB09 24055 83538 1050 14809
mcs30_m2Dr6_s80_AB00 46215 538798 937 140528
mcs30_m2Dr6_s80_AB01 1000000 1000000 60708 1000001
mcs30_m2Dr6_s80_AB02 1000000 1000000 78552 1000002
mcs30_m2Dr6_s80_AB03 1000000 1000000 36025 1000002
mcs30_m2Dr6_s80_AB04 1000000 1000000 57402 1000001
mcs30_m2Dr6_s80_AB05 138333 1000000 6400 331916
mcs30_m2Dr6_s80_AB06 31831 1000000 2000 131924
mcs30_m2Dr6_s80_AB07 1000000 1000000 70199 520830
mcs30_m2Dr6_s80_AB08 114119 401135 1480 128245
mcs30_m2Dr6_s80_AB09 22329 257232 911 43667
mcs30_m2Dr6_s90_AB00 1000000 1000000 1000002 1000001
mcs30_m2Dr6_s90_AB01 1000000 1000000 1000002 1000001
mcs30_m2Dr6_s90_AB02 1000000 1000000 1000013 1000002
mcs30_m2Dr6_s90_AB03 1000000 1000000 1000012 1000001
mcs30_m2Dr6_s90_AB04 1000000 1000000 1000002 1000003
mcs30_m2Dr6_s90_AB05 1000000 1000000 1000002 1000001
mcs30_m2Dr6_s90_AB06 1000000 1000000 266520 1000001
mcs30_m2Dr6_s90_AB07 1000000 1000000 1000002 1000002
mcs30_m2Dr6_s90_AB08 1000000 1000000 1000002 1000001
mcs30_m2Dr6_s90_AB09 1000000 1000000 297299 1000002
mcs30_m3D_s100_AB00 258462 1000000 10997 1000001
mcs30_m3D_s100_AB01 156863 1000000 5774 1000002
mcs30_m3D_s100_AB02 138778 1000000 3294 1000001
mcs30_m3D_s100_AB03 124479 1000000 440 711038
mcs30_m3D_s100_AB04 44431 1000000 1531 797916
mcs30_m3D_s100_AB05 1000000 1000000 52672 1000001
mcs30_m3D_s100_AB06 91980 1000000 3155 1000003
mcs30_m3D_s100_AB07 86474 1000000 2112 950077
mcs30_m3D_s100_AB08 438867 1000000 14405 1000001
mcs30_m3D_s100_AB09 196001 1000000 4245 1000002
mcs30_m3D_s25_AB00 5 5 12 11
mcs30_m3D_s25_AB01 5 9 15 9
mcs30_m3D_s25_AB02 4 2 12 8
mcs30_m3D_s25_AB03 4 3 12 9
mcs30_m3D_s25_AB04 2 0 11 7
mcs30_m3D_s25_AB05 5 1 12 11
mcs30_m3D_s25_AB06 3 2 14 9
mcs30_m3D_s25_AB07 6 6 16 8
mcs30_m3D_s25_AB08 6 3 14 13
mcs30_m3D_s25_AB09 4 1 10 8
mcs30_m3D_s30_AB00 2 5 7 5
mcs30_m3D_s30_AB01 2 4 8 6
mcs30_m3D_s30_AB02 3 1 8 5
mcs30_m3D_s30_AB03 5 1 6 6
mcs30_m3D_s30_AB04 2 2 8 5
mcs30_m3D_s30_AB05 2 1 8 5
mcs30_m3D_s30_AB06 3 3 9 6
mcs30_m3D_s30_AB07 2 1 8 4
mcs30_m3D_s30_AB08 3 4 11 6
mcs30_m3D_s30_AB09 1 1 8 5
mcs30_m3D_s40_AB00 49 139 23 61
mcs30_m3D_s40_AB01 147 275 28 63
mcs30_m3D_s40_AB02 33 50 15 26
mcs30_m3D_s40_AB03 105 92 30 134
mcs30_m3D_s40_AB04 15 35 15 15
mcs30_m3D_s40_AB05 44 29 21 16
mcs30_m3D_s40_AB06 29 171 21 201
mcs30_m3D_s40_AB07 17 51 24 23
mcs30_m3D_s40_AB08 187 148 37 50
mcs30_m3D_s40_AB09 175 125 46 72
mcs30_m3D_s70_AB00 2967 32656 256 4510
mcs30_m3D_s70_AB01 350 16555 78 2640
mcs30_m3D_s70_AB02 1812 118513 152 47387
mcs30_m3D_s70_AB03 5626 7286 307 2481
mcs30_m3D_s70_AB04 2725 33474 151 4904
mcs30_m3D_s70_AB05 8694 10719 183 3508
mcs30_m3D_s70_AB06 2470 5551 123 1947
mcs30_m3D_s70_AB07 16291 133027 535 87627
mcs30_m3D_s70_AB08 15030 116988 420 27872
mcs30_m3D_s70_AB09 98356 36182 3419 24994
mcs30_m3D_s80_AB00 1000000 1000000 139316 1000004
mcs30_m3D_s80_AB01 571546 1000000 17128 1000002
mcs30_m3D_s80_AB02 103677 1000000 3614 1000003
mcs30_m3D_s80_AB03 148917 867095 4931 206170
mcs30_m3D_s80_AB04 81646 608841 2419 194441
mcs30_m3D_s80_AB05 381586 1000000 22776 763665
mcs30_m3D_s80_AB06 1000000 1000000 252931 1000002
mcs30_m3D_s80_AB07 576112 747887 9864 293554
mcs30_m3D_s80_AB08 36991 65518 1342 42599
mcs30_m3D_s80_AB09 1000000 1000000 42636 1000004
mcs30_m3D_s90_AB00 1000000 1000000 1000015 1000001
mcs30_m3D_s90_AB01 1000000 1000000 1000002 1000002
mcs30_m3D_s90_AB02 1000000 1000000 388795 1000001
mcs30_m3D_s90_AB03 1000000 1000000 1000002 1000001
mcs30_m3D_s90_AB04 1000000 1000000 752653 1000001
mcs30_m3D_s90_AB05 1000000 1000000 1000002 1000003
mcs30_m3D_s90_AB06 1000000 1000000 1000002 1000002
mcs30_m3D_s90_AB07 1000000 1000000 1000002 1000002
mcs30_m3D_s90_AB08 1000000 1000000 1000002 1000001
mcs30_m3D_s90_AB09 1000000 1000000 1000002 1000001
mcs30_m3Dr2_s100_AB00 21977 1000000 405 1000002
mcs30_m3Dr2_s100_AB01 4026 407985 153 121844
mcs30_m3Dr2_s100_AB02 561214 1000000 19501 1000002
mcs30_m3Dr2_s100_AB03 62352 1000000 2171 1000002
mcs30_m3Dr2_s100_AB04 568254 1000000 17938 1000002
mcs30_m3Dr2_s100_AB05 14837 1000000 1204 1000001
mcs30_m3Dr2_s100_AB06 112024 1000000 3208 1000002
mcs30_m3Dr2_s100_AB07 506894 1000000 8639 1000001
mcs30_m3Dr2_s100_AB08 154462 1000000 3505 1000001
mcs30_m3Dr2_s100_AB09 121914 1000000 3919 1000003
mcs30_m3Dr2_s25_AB00 3 0 11 10
mcs30_m3Dr2_s25_AB01 4 2 14 9
mcs30_m3Dr2_s25_AB02 6 9 15 10
mcs30_m3Dr2_s25_AB03 9 5 15 9
mcs30_m3Dr2_s25_AB04 4 4 15 7
mcs30_m3Dr2_s25_AB05 3 3 13 8
mcs30_m3Dr2_s25_AB06 4 3 13 9
mcs30_m3Dr2_s25_AB07 6 5 15 9
mcs30_m3Dr2_s25_AB08 7 5 15 11
mcs30_m3Dr2_s25_AB09 5 7 14 14
mcs30_m3Dr2_s30_AB00 2 1 7 4
mcs30_m3Dr2_s30_AB01 1 1 6 6
mcs30_m3Dr2_s30_AB02 2 2 11 5
mcs30_m3Dr2_s30_AB03 2 0 7 3
mcs30_m3Dr2_s30_AB04 3 6 10 7
mcs30_m3Dr2_s30_AB05 1 2 10 5
mcs30_m3Dr2_s30_AB06 3 3 10 7
mcs30_m3Dr2_s30_AB07 4 8 10 8
mcs30_m3Dr2_s30_AB08 2 0 9 5
mcs30_m3Dr2_s30_AB09 2 2 9 5
mcs30_m3Dr2_s40_AB00 65 103 23 64
mcs30_m3Dr2_s40_AB01 57 465 31 143
mcs30_m3Dr2_s40_AB02 216 83 45 28
mcs30_m3Dr2_s40_AB03 105 164 34 239
mcs30_m3Dr2_s40_AB04 18 74 19 34
mcs30_m3Dr2_s40_AB05 19 26 21 15
mcs30_m3Dr2_s40_AB06 19 30 20 21
mcs30_m3Dr2_s40_AB07 40 66 26 37
mcs30_m3Dr2_s40_AB08 74 143 32 157
mcs30_m3Dr2_s40_AB09 34 104 23 24
mcs30_m3Dr2_s70_AB00 1229 3735 120 2267
mcs30_m3Dr2_s70_AB01 4911 16110 206 9827
mcs30_m3Dr2_s70_AB02 15115 27324 641 22701
mcs30_m3Dr2_s70_AB03 11581 50589 436 8672
mcs30_m3Dr2_s70_AB04 12755 211086 225 63467
mcs30_m3Dr2_s70_AB05 4075 19510 176 12283
mcs30_m3Dr2_s70_AB06 1456 44105 110 7104
mcs30_m3Dr2_s70_AB07 14441 5960 236 1728
mcs30_m3Dr2_s70_AB08 9974 144304 489 70910
mcs30_m3Dr2_s70_AB09 1331 42800 102 16295
mcs30_m3Dr2_s80_AB00 1000000 1000000 40869 1000002
mcs30_m3Dr2_s80_AB01 1000000 1000000 59652 564076
mcs30_m3Dr2_s80_AB02 132141 1000000 3769 332533
mcs30_m3Dr2_s80_AB03 27682 584307 923 142705
mcs30_m3Dr2_s80_AB04 422372 1000000 14111 623731
mcs30_m3Dr2_s80_AB05 204976 1000000 6846 1000004
mcs30_m3Dr2_s80_AB06 153918 432754 1206 52697
mcs30_m3Dr2_s80_AB07 98435 1000000 2795 823771
mcs30_m3Dr2_s80_AB08 229649 1000000 10065 1000003
mcs30_m3Dr2_s80_AB09 519336 1000000 8674 436903
mcs30_m3Dr2_s90_AB00 1000000 1000000 32819 1000001
mcs30_m3Dr2_s90_AB01 1000000 1000000 1000002 1000001
mcs30_m3Dr2_s90_AB02 1000000 1000000 1000002 1000001
mcs30_m3Dr2_s90_AB03 1000000 1000000 1000002 1000001
mcs30_m3Dr2_s90_AB04 1000000 1000000 600382 1000001
mcs30_m3Dr2_s90_AB05 1000000 1000000 564868 1000003
mcs30_m3Dr2_s90_AB06 1000000 1000000 1000002 1000001
mcs30_m3Dr2_s90_AB07 1000000 1000000 1000002 1000002
mcs30_m3Dr2_s90_AB08 1000000 1000000 375277 1000001
mcs30_m3Dr2_s90_AB09 1000000 1000000 1000002 1000002
mcs30_m3Dr4_s100_AB00 21888 1000000 1501 1000003
mcs30_m3Dr4_s100_AB01 14922 587135 663 495597
mcs30_m3Dr4_s100_AB02 14091 1000000 565 1000003
mcs30_m3Dr4_s100_AB03 187012 1000000 7847 1000001
mcs30_m3Dr4_s100_AB04 16167 1000000 441 1000002
mcs30_m3Dr4_s100_AB05 63038 1000000 1877 1000002
mcs30_m3Dr4_s100_AB06 17516 1000000 858 591525
mcs30_m3Dr4_s100_AB07 1559 969255 143 609751
mcs30_m3Dr4_s100_AB08 942103 1000000 24004 1000002
mcs30_m3Dr4_s100_AB09 16175 431303 912 232678
mcs30_m3Dr4_s25_AB00 2 2 12 10
mcs30_m3Dr4_s25_AB01 4 4 12 7
mcs30_m3Dr4_s25_AB02 4 1 11 7
mcs30_m3Dr4_s25_AB03 4 6 13 11
mcs30_m3Dr4_s25_AB04 5 7 15 11
mcs30_m3Dr4_s25_AB05 3 2 13 7
mcs30_m3Dr4_s25_AB06 3 3 11 10
mcs30_m3Dr4_s25_AB07 5 5 11 7
mcs30_m3Dr4_s25_AB08 4 3 12 11
mcs30_m3Dr4_s25_AB09 2 3 12 9
mcs30_m3Dr4_s30_AB00 2 8 5 8
mcs30_m3Dr4_s30_AB01 3 4 7 7
mcs30_m3Dr4_s30_AB02 2 2 8 7
mcs30_m3Dr4_s30_AB03 2 1 6 5
mcs30_m3Dr4_s30_AB04 1 2 6 5
mcs30_m3Dr4_s30_AB05 2 2 9 5
mcs30_m3Dr4_s30_AB06 2 3 9 9
mcs30_m3Dr4_s30_AB07 2 4 11 11
mcs30_m3Dr4_s30_AB08 1 1 9 5
mcs30_m3Dr4_s30_AB09 1 2 10 5
mcs30_m3Dr4_s40_AB00 71 189 25 53
mcs30_m3Dr4_s40_AB01 37 44 25 23
mcs30_m3Dr4_s40_AB02 48 51 22 26
mcs30_m3Dr4_s40_AB03 48 76 28 62
mcs30_m3Dr4_s40_AB04 86 89 22 28
mcs30_m3Dr4_s40_AB05 79 69 27 31
mcs30_m3Dr4_s40_AB06 78 166 25 64
mcs30_m3Dr4_s40_AB07 76 136 28 28
mcs30_m3Dr4_s40_AB08 200 304 40 102
mcs30_m3Dr4_s40_AB09 138 116 35 191
mcs30_m3Dr4_s70_AB00 1613 35393 145 18302
mcs30_m3Dr4_s70_AB01 7721 36347 327 6719
mcs30_m3Dr4_s70_AB02 3206 20048 108 11573
mcs30_m3Dr4_s70_AB03 2520 19928 209 9510
mcs30_m3Dr4_s70_AB04 325 362 77 471
mcs30_m3Dr4_s70_AB05 1971 24471 119 4253
mcs30_m3Dr4_s70_AB06 6219 60686 296 17699
mcs30_m3Dr4_s70_AB07 22609 77466 723 56441
mcs30_m3Dr4_s70_AB08 1543 15965 104 7460
mcs30_m3Dr4_s70_AB09 33813 16497 698 10265
mcs30_m3Dr4_s80_AB00 1000000 1000000 35658 910953
mcs30_m3Dr4_s80_AB01 23794 193031 278 68832
mcs30_m3Dr4_s80_AB02 1000000 1000000 72240 1000002
mcs30_m3Dr4_s80_AB03 159437 1000000 4623 562649
mcs30_m3Dr4_s80_AB04 178882 155331 3911 42901
mcs30_m3Dr4_s80_AB05 527408 1000000 17799 1000003
mcs30_m3Dr4_s80_AB06 67327 356745 508 134337
mcs30_m3Dr4_s80_AB07 709431 671843 15951 196650
mcs30_m3Dr4_s80_AB08 21519 35618 459 15563
mcs30_m3Dr4_s80_AB09 45989 1000000 1625 545753
mcs30_m3Dr4_s90_AB00 1000000 1000000 1000002 1000001
mcs30_m3Dr4_s90_AB01 1000000 1000000 1000002 1000001
mcs30_m3Dr4_s90_AB02 1000000 1000000 1000002 1000001
mcs30_m3Dr4_s90_AB03 1000000 1000000 1000002 1000001
mcs30_m3Dr4_s90_AB04 1000000 1000000 1000002 1000002
mcs30_m3Dr4_s90_AB05 1000000 1000000 404319 1000001
mcs30_m3Dr4_s90_AB06 1000000 1000000 237604 1000002
mcs30_m3Dr4_s90_AB07 1000000 1000000 181915 1000003
mcs30_m3Dr4_s90_AB08 1000000 1000000 395026 1000001
mcs30_m3Dr4_s90_AB09 1000000 1000000 1000003 1000002
mcs30_m3Dr6_s100_AB00 14500 391508 603 139752
mcs30_m3Dr6_s100_AB01 86829 1000000 2329 1000001
mcs30_m3Dr6_s100_AB02 47649 1000000 1725 769583
mcs30_m3Dr6_s100_AB03 1625 531976 266 265068
mcs30_m3Dr6_s100_AB04 8858 392848 392 310306
mcs30_m3Dr6_s100_AB05 18810 690942 442 332068
mcs30_m3Dr6_s100_AB06 23378 1000000 1682 1000003
mcs30_m3Dr6_s100_AB07 20441 812415 947 216301
mcs30_m3Dr6_s100_AB08 11736 598390 536 437154
mcs30_m3Dr6_s100_AB09 119388 1000000 3835 1000003
mcs30_m3Dr6_s25_AB00 5 6 14 10
mcs30_m3Dr6_s25_AB01 3 3 13 12
mcs30_m3Dr6_s25_AB02 10 3 17 8
mcs30_m3Dr6_s25_AB03 10 3 16 9
mcs30_m3Dr6_s25_AB04 3 3 13 9
mcs30_m3Dr6_s25_AB05 3 9 13 8
mcs30_m3Dr6_s25_AB06 4 5 13 11
mcs30_m3Dr6_s25_AB07 4 6 12 10
mcs30_m3Dr6_s25_AB08 5 5 11 9
mcs30_m3Dr6_s25_AB09 3 2 12 8
mcs30_m3Dr6_s30_AB00 1 0 4 3
mcs30_m3Dr6_s30_AB01 2 2 8 3
mcs30_m3Dr6_s30_AB02 2 2 8 6
mcs30_m3Dr6_s30_AB03 1 4 7 8
mcs30_m3Dr6_s30_AB04 2 2 7 3
mcs30_m3Dr6_s30_AB05 1 0 7 4
mcs30_m3Dr6_s30_AB06 1 2 9 7
mcs30_m3Dr6_s30_AB07 2 2 7 6
mcs30_m3Dr6_s30_AB08 2 1 9 5
mcs30_m3Dr6_s30_AB09 1 1 4 4
mcs30_m3Dr6_s40_AB00 18 79 20 17
mcs30_m3Dr6_s40_AB01 27 96 17 54
mcs30_m3Dr6_s40_AB02 9 19 19 7
mcs30_m3Dr6_s40_AB03 54 106 22 20
mcs30_m3Dr6_s40_AB04 21 137 15 19
mcs30_m3Dr6_s40_AB05 31 60 21 25
mcs30_m3Dr6_s40_AB06 59 85 28 55
mcs30_m3Dr6_s40_AB07 160 136 44 105
mcs30_m3Dr6_s40_AB08 32 77 20 38
mcs30_m3Dr6_s40_AB09 69 145 24 82
mcs30_m3Dr6_s70_AB00 7500 96498 343 24800
mcs30_m3Dr6_s70_AB01 478 12231 85 3587
mcs30_m3Dr6_s70_AB02 3432 3406 69 710
mcs30_m3Dr6_s70_AB03 1397 11243 143 4389
mcs30_m3Dr6_s70_AB04 1644 27244 117 8170
mcs30_m3Dr6_s70_AB05 3036 64881 192 12075
mcs30_m3Dr6_s70_AB06 1210 13292 119 3878
mcs30_m3Dr6_s70_AB07 2558 24538 177 17097
mcs30_m3Dr6_s70_AB08 781 47032 52 2147
mcs30_m3Dr6_s70_AB09 3298 6417 148 3009
mcs30_m3Dr6_s80_AB00 160868 618077 5627 106545
mcs30_m3Dr6_s80_AB01 35265 461839 1301 234778
mcs30_m3Dr6_s80_AB02 97109 1000000 3250 1000004
mcs30_m3Dr6_s80_AB03 75370 1000000 2205 200870
mcs30_m3Dr6_s80_AB04 1000000 1000000 30219 508948
mcs30_m3Dr6_s80_AB05 81599 1000000 2701 105397
mcs30_m3Dr6_s80_AB06 67012 383010 2063 308359
mcs30_m3Dr6_s80_AB07 66656 1000000 848 195636
mcs30_m3Dr6_s80_AB08 13676 90309 331 11293
mcs30_m3Dr6_s80_AB09 595953 1000000 18056 848134
mcs30_m3Dr6_s90_AB00 1000000 1000000 272797 1000002
mcs30_m3Dr6_s90_AB01 1000000 1000000 146168 1000003
mcs30_m3Dr6_s90_AB02 1000000 1000000 603577 1000003
mcs30_m3Dr6_s90_AB03 1000000 1000000 1000002 1000001
mcs30_m3Dr6_s90_AB04 1000000 1000000 303018 1000001
mcs30_m3Dr6_s90_AB05 1000000 1000000 132436 1000001
mcs30_m3Dr6_s90_AB06 1000000 1000000 143364 1000001
mcs30_m3Dr6_s90_AB07 1000000 1000000 321013 1000002
mcs30_m3Dr6_s90_AB08 1000000 1000000 173629 1000002
mcs30_m3Dr6_s90_AB09 1000000 1000000 1000002 1000001
mcs30_m4D_s50_AB00 1588 10626 119 2049
mcs30_m4D_s50_AB01 75892 14005 2763 2725
mcs30_m4D_s50_AB02 344610 5342 11876 1200
mcs30_m4D_s50_AB03 103 437 28 105
mcs30_m4D_s50_AB04 1544 6862 103 1325
mcs30_m4D_s50_AB05 18869 6761 920 1491
mcs30_m4D_s50_AB06 1507 907 118 164
mcs30_m4D_s50_AB07 42701 14339 1544 1912
mcs30_m4D_s50_AB08 11050 13991 679 3653
mcs30_m4D_s50_AB09 1576 3274 118 832
mcs30_m4D_s60_AB00 15532 3944 160 2346
mcs30_m4D_s60_AB01 302 2199 54 377
mcs30_m4D_s60_AB02 926 428 87 166
mcs30_m4D_s60_AB03 906 1363 58 514
mcs30_m4D_s60_AB04 79 1940 24 645
mcs30_m4D_s60_AB05 716 18445 77 8172
mcs30_m4D_s60_AB06 91 216 40 149
mcs30_m4D_s60_AB07 83 486 44 185
mcs30_m4D_s60_AB08 1598 2478 161 1892
mcs30_m4D_s60_AB09 1691 2258 140 1241
mcs30_m4D_s70_AB00 27229 564703 592 134709
mcs30_m4D_s70_AB01 1000000 270423 41324 71491
mcs30_m4D_s70_AB02 14122 392935 1101 109075
mcs30_m4D_s70_AB03 43419 474803 1594 91733
mcs30_m4D_s70_AB04 23186 238462 892 44668
mcs30_m4D_s70_AB05 21256 17962 728 5197
mcs30_m4D_s70_AB06 17651 507056 734 223279
mcs30_m4D_s70_AB07 1000000 455493 326616 170157
mcs30_m4D_s70_AB08 59820 745580 2156 304039
mcs30_m4D_s70_AB09 94864 81400 3181 29466
mcs30_m4D_s80_AB00 1000000 1000000 1000002 1000003
mcs30_m4D_s80_AB01 1000000 1000000 356224 585308
mcs30_m4D_s80_AB02 1000000 1000000 330133 1000001
mcs30_m4D_s80_AB03 1000000 1000000 769757 1000002
mcs30_m4D_s80_AB04 1000000 584248 1000001 209199
mcs30_m4D_s80_AB05 1000000 587598 1000002 457067
mcs30_m4D_s80_AB06 1000000 1000000 1000002 1000002
mcs30_m4D_s80_AB07 340933 1000000 7998 1000002
mcs30_m4D_s80_AB08 1000000 1000000 1000005 1000002
mcs30_m4D_s80_AB09 1000000 1000000 1000012 1000002
mcs30_m4D_s90_AB00 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB01 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB02 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB03 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB04 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB05 1000000 1000000 1000002 1000002
mcs30_m4D_s90_AB06 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB07 1000000 1000000 1000002 1000001
mcs30_m4D_s90_AB08 1000000 1000000 1000002 1000002
mcs30_m4D_s90_AB09 1000000 1000000 1000002 1000002
mcs30_m4Dr2_s50_AB00 1330 12274 105 2868
mcs30_m4Dr2_s50_AB01 531 2104 58 571
mcs30_m4Dr2_s50_AB02 3796 1665 217 261
mcs30_m4Dr2_s50_AB03 3172 4865 310 434
mcs30_m4Dr2_s50_AB04 3655 8443 228 5578
mcs30_m4Dr2_s50_AB05 6484 4369 348 1516
mcs30_m4Dr2_s50_AB06 9740 22837 310 3071
mcs30_m4Dr2_s50_AB07 1654 6890 166 569
mcs30_m4Dr2_s50_AB08 1462 9316 112 1777
mcs30_m4Dr2_s50_AB09 2501 18920 181 2939
mcs30_m4Dr2_s60_AB00 707 1342 93 320
mcs30_m4Dr2_s60_AB01 160 1750 30 1508
mcs30_m4Dr2_s60_AB02 292 4624 39 1121
mcs30_m4Dr2_s60_AB03 5851 5853 301 1144
mcs30_m4Dr2_s60_AB04 38 1382 28 504
mcs30_m4Dr2_s60_AB05 667 2415 94 938
mcs30_m4Dr2_s60_AB06 1632 26393 116 21626
mcs30_m4Dr2_s60_AB07 2107 1868 179 1063
mcs30_m4Dr2_s60_AB08 129 1908 31 1661
mcs30_m4Dr2_s60_AB09 397 5634 87 3084
mcs30_m4Dr2_s70_AB00 155565 227056 5882 101547
mcs30_m4Dr2_s70_AB01 21598 98722 398 16990
mcs30_m4Dr2_s70_AB02 3013 19658 297 5536
mcs30_m4Dr2_s70_AB03 41308 322690 1687 69663
mcs30_m4Dr2_s70_AB04 3991 370835 191 116201
mcs30_m4Dr2_s70_AB05 18267 49266 1119 14684
mcs30_m4Dr2_s70_AB06 12012 85857 642 9881
mcs30_m4Dr2_s70_AB07 3750 85323 247 40504
mcs30_m4Dr2_s70_AB08 14970 27827 716 15944
mcs30_m4Dr2_s70_AB09 80539 145394 3112 116457
